GENESIS-Tabelle: 14333-01-02-5
Landtagswahlen: Niedersachsen - Wahlberechtigte und;;;;;;;;;;;
-beteiligung, Gültige Stimmen nach Parteien;;;;;;;;;;;
- Wahl-/Stichtag - regionale Tiefe: Gemeinden, Samtgemeinden;;;;;;;;;;;
Landtagswahlen: Niedersachsen;;;;;;;;;;;
;;;Wahlberechtigte;Wahlbeteiligung;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen
;;;;;;Parteien;Parteien;Parteien;Parteien;Parteien;Parteien
;;;;;;CDU/CSU;SPD;GRÜNE;FDP;DIE LINKE;Sonstige Parteien
;;;Anzahl;Prozent;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
20.01.2013;03156501;Harz (Landkreis Osterode), gem.fr. Geb.;0;0,0;0;0;0;0;0;0;0
20.01.2013;03157001;Edemissen;9956;66,1;6500;2262;2458;737;563;202;278
20.01.2013;03157002;Hohenhameln;7124;64,9;4582;1512;1851;505;394;130;190
20.01.2013;03157003;Ilsede;9212;58,9;5346;1490;2409;613;386;224;224
20.01.2013;03157004;Lahstedt;8163;61,5;4954;1501;2157;529;368;162;237
20.01.2013;03157005;Lengede;10126;65,2;6523;1927;2956;661;419;230;330
20.01.2013;03157006;Peine;36990;56,0;20429;6121;8609;2241;1720;811;927
20.01.2013;03157007;Vechelde;12970;65,8;8434;2831;3225;1141;631;253;353
20.01.2013;03157008;Wendeburg;8048;67,6;5381;1996;1850;726;465;104;240
20.01.2013;03157009;Ilsede;-;-;-;-;-;-;-;-;-
20.01.2013;03158006;Cremlingen;10247;71,7;7270;2504;2389;1213;642;217;305
20.01.2013;03158037;Wolfenbüttel;41754;60,2;24871;8508;8338;3786;2314;883;1042
20.01.2013;03158039;Schladen-Werla;-;-;-;-;-;-;-;-;-
20.01.2013;03158401;Samtgemeinde Asse;7475;69,1;5111;1640;2010;650;388;197;226
20.01.2013;03158401008;Denkte;2419;64,5;1548;504;546;248;137;53;60
20.01.2013;03158401017;Hedeper;409;56,7;228;68;91;26;19;10;14
20.01.2013;03158401021;Kissenbrück;1356;62,5;841;306;314;110;59;21;31
20.01.2013;03158401024;Remlingen;1463;61,1;884;258;387;93;54;46;46
20.01.2013;03158401025;Roklum;379;60,7;227;81;102;18;10;6;10
20.01.2013;03158401029;Semmenstedt;508;62,0;311;96;124;30;21;20;20
20.01.2013;03158401036;Wittmar;941;60,8;563;142;258;70;46;26;21
20.01.2013;03158402;Baddeckenstedt, Samtgemeinde;8670;66,0;5658;1767;2478;544;403;202;264
20.01.2013;03158402002;Baddeckenstedt;2462;55,2;1344;429;570;116;127;53;49
20.01.2013;03158402004;Burgdorf b Salzgitter;1867;62,7;1155;350;498;124;79;47;57
20.01.2013;03158402011;Elbe;1340;60,3;802;266;334;80;49;36;37
20.01.2013;03158402016;Haverlah;1336;60,1;789;260;329;62;62;21;55
20.01.2013;03158402018;Heere;902;61,2;545;139;304;45;26;11;20
20.01.2013;03158402028;Sehlde;763;59,4;446;131;217;49;16;16;17
20.01.2013;03158403;Oderwald, Samtgemeinde;5501;66,9;3641;1174;1481;393;240;160;193
20.01.2013;03158403001;Achim;-;-;-;-;-;-;-;-;-
20.01.2013;03158403003;Börßum;-;-;-;-;-;-;-;-;-
20.01.2013;03158403005;Cramme;716;59,9;426;137;164;58;28;11;28
20.01.2013;03158403010;Dorstadt;532;58,5;306;101;109;48;22;11;15
20.01.2013;03158403014;Flöthe;928;62,8;577;162;275;55;28;22;35
20.01.2013;03158403019;Heiningen b Wolfenbüttel;526;56,1;289;72;132;42;18;12;13
20.01.2013;03158403023;Ohrum;518;61,6;316;111;100;32;29;20;24
20.01.2013;03158403038;Börßum;2281;59,8;1350;450;573;106;94;67;60
20.01.2013;03158404;Schladen, Samtgemeinde;7538;61,3;4557;1524;1936;449;271;181;196
20.01.2013;03158404015;Gielde;646;64,4;411;111;195;44;29;23;9
20.01.2013;03158404020;Hornburg, Kr Wolfenbüttel;2046;55,9;1130;378;460;114;81;35;62
20.01.2013;03158404026;Schladen;4193;53,5;2208;701;1021;186;120;85;95
20.01.2013;03158404034;Werlaburgdorf;653;58,2;375;174;107;47;13;21;13
20.01.2013;03158405;Samtgemeinde Schöppenstedt;7546;64,6;4806;1510;2000;548;352;191;205
20.01.2013;03158405007;Dahlum;577;65,3;372;157;130;33;25;9;18
20.01.2013;03158405022;Kneitlingen;677;61,4;410;123;146;76;34;17;14
20.01.2013;03158405027;Schöppenstedt, Stadt;4325;49,6;2111;567;1017;234;120;98;75
20.01.2013;03158405031;Uehrde;773;64,4;490;183;206;29;43;5;24
20.01.2013;03158405032;Vahlberg;604;64,1;381;116;144;58;32;16;15
20.01.2013;03158405035;Winnigstedt;590;52,0;303;99;91;33;23;26;31
20.01.2013;03158406;Sickte, Samtgemeinde;8324;64,8;5309;1794;1682;1027;418;189;199
20.01.2013;03158406009;Dettum;960;60,8;571;177;232;76;40;23;23
20.01.2013;03158406012;Erkerode;790;62,8;491;160;135;114;40;26;16
20.01.2013;03158406013;Evessen;1005;62,7;623;183;195;171;44;16;14
20.01.2013;03158406030;Sickte;4768;49,9;2334;779;734;417;213;88;103
20.01.2013;03158406033;Veltheim (Ohe);801;64,4;509;182;165;105;25;12;20
20.01.2013;03158407;Samtgemeinde Elm-Asse;-;-;-;-;-;-;-;-;-
20.01.2013;03158407007;Dahlum;-;-;-;-;-;-;-;-;-
20.01.2013;03158407008;Denkte;-;-;-;-;-;-;-;-;-
20.01.2013;03158407017;Hedeper;-;-;-;-;-;-;-;-;-
20.01.2013;03158407021;Kissenbrück;-;-;-;-;-;-;-;-;-
20.01.2013;03158407022;Kneitlingen;-;-;-;-;-;-;-;-;-
20.01.2013;03158407024;Remlingen;-;-;-;-;-;-;-;-;-
20.01.2013;03158407025;Roklum;-;-;-;-;-;-;-;-;-
20.01.2013;03158407027;Schöppenstedt, Stadt;-;-;-;-;-;-;-;-;-
20.01.2013;03158407029;Semmenstedt;-;-;-;-;-;-;-;-;-
20.01.2013;03158407031;Uehrde;-;-;-;-;-;-;-;-;-
20.01.2013;03158407032;Vahlberg;-;-;-;-;-;-;-;-;-
20.01.2013;03158407035;Winnigstedt;-;-;-;-;-;-;-;-;-
20.01.2013;03158407036;Wittmar;-;-;-;-;-;-;-;-;-
20.01.2013;03158407040;Remlingen-Semmenstedt;-;-;-;-;-;-;-;-;-
20.01.2013;03158501;Am Großen Rhode, gem.fr. Geb.;0;0,0;0;0;0;0;0;0;0
20.01.2013;03158502;Barnstorf-Warle, gem.fr. Geb.;0;0,0;0;0;0;0;0;0;0
20.01.2013;03158503;Voigtsdahlum, gem.fr. Geb.;0;0,0;0;0;0;0;0;0;0
20.01.2013;03159001;Adelebsen, Flecken;-;-;-;-;-;-;-;-;-
20.01.2013;03159002;Bad Grund (Harz);-;-;-;-;-;-;-;-;-
20.01.2013;03159003;Bad Lauterberg im Harz, Stadt;-;-;-;-;-;-;-;-;-
20.01.2013;03159004;Bad Sachsa, Stadt;-;-;-;-;-;-;-;-;-
20.01.2013;03159007;Bovenden, Flecken;-;-;-;-;-;-;-;-;-
20.01.2013;03159010;Duderstadt, Stadt;-;-;-;-;-;-;-;-;-
20.01.2013;03159013;Friedland;-;-;-;-;-;-;-;-;-
20.01.2013;03159015;Gleichen;-;-;-;-;-;-;-;-;-
20.01.2013;03159016;Göttingen, Stadt;-;-;-;-;-;-;-;-;-
20.01.2013;03159017;Hann. Münden, Stadt;-;-;-;-;-;-;-;-;-
20.01.2013;03159019;Herzberg am Harz, Stadt;-;-;-;-;-;-;-;-;-
20.01.2013;03159026;Osterode am Harz, Stadt;-;-;-;-;-;-;-;-;-
20.01.2013;03159029;Rosdorf;-;-;-;-;-;-;-;-;-
20.01.2013;03159034;Staufenberg;-;-;-;-;-;-;-;-;-
20.01.2013;03159036;Walkenried;-;-;-;-;-;-;-;-;-
20.01.2013;03159401;Dransfeld, Samtgemeinde;-;-;-;-;-;-;-;-;-
20.01.2013;03159401008;Bühren;-;-;-;-;-;-;-;-;-
20.01.2013;03159401009;Dransfeld, Stadt;-;-;-;-;-;-;-;-;-
20.01.2013;03159401021;Jühnde;-;-;-;-;-;-;-;-;-
20.01.2013;03159401024;Niemetal;-;-;-;-;-;-;-;-;-
20.01.2013;03159401031;Scheden;-;-;-;-;-;-;-;-;-
20.01.2013;03159402;Gieboldehausen, Samtgemeinde;-;-;-;-;-;-;-;-;-
20.01.2013;03159402005;Bilshausen;-;-;-;-;-;-;-;-;-
20.01.2013;03159402006;Bodensee;-;-;-;-;-;-;-;-;-
20.01.2013;03159402014;Gieboldehausen, Flecken;-;-;-;-;-;-;-;-;-
20.01.2013;03159402022;Krebeck;-;-;-;-;-;-;-;-;-
20.01.2013;03159402025;Obernfeld;-;-;-;-;-;-;-;-;-
20.01.2013;03159402027;Rhumspringe;-;-;-;-;-;-;-;-;-
20.01.2013;03159402028;Rollshausen;-;-;-;-;-;-;-;-;-
20.01.2013;03159402030;Rüdershausen;-;-;-;-;-;-;-;-;-
20.01.2013;03159402037;Wollbrandshausen;-;-;-;-;-;-;-;-;-
20.01.2013;03159402038;Wollershausen;-;-;-;-;-;-;-;-;-
20.01.2013;03159403;Hattorf am Harz, Samtgemeinde;-;-;-;-;-;-;-;-;-
20.01.2013;03159403012;Elbingerode;-;-;-;-;-;-;-;-;-
20.01.2013;03159403018;Hattorf am Harz;-;-;-;-;-;-;-;-;-
20.01.2013;03159403020;Hörden am Harz;-;-;-;-;-;-;-;-;-
