GENESIS-Tabelle: 12411-07-01-5-B
Durchschnittsalter der Bevölkerung;;;;;
- Stichtag 31.12. - regionale Ebenen;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;
;;;Durchschnittsalter der Bevölkerung;Durchschnittsalter der Bevölkerung;Durchschnittsalter der Bevölkerung
;;;;männlich;weiblich
;;;Jahre;Jahre;Jahre
31.12.2015;03255405022;Holzen;-;-;-
31.12.2015;03255405028;Lüerdissen;-;-;-
31.12.2015;03255406;Polle, Samtgemeinde;-;-;-
31.12.2015;03255406005;Brevörde;-;-;-
31.12.2015;03255406019;Heinsen;-;-;-
31.12.2015;03255406031;Ottenstein;-;-;-
31.12.2015;03255406033;Polle;-;-;-
31.12.2015;03255406035;Vahlbruch;-;-;-
31.12.2015;03255407;Stadtoldendorf, Samtgemeinde;-;-;-
31.12.2015;03255407001;Arholzen;-;-;-
31.12.2015;03255407007;Deensen;-;-;-
31.12.2015;03255407018;Heinade;-;-;-
31.12.2015;03255407027;Lenne;-;-;-
31.12.2015;03255407034;Stadtoldendorf, Stadt;-;-;-
31.12.2015;03255407036;Wangelnstedt;-;-;-
31.12.2015;03255408;Bodenwerder-Polle, Samtgemeinde;47,9;46,6;49,1
31.12.2015;03255408003;Bodenwerder, Stadt;48,7;47,0;50,3
31.12.2015;03255408005;Brevörde;48,9;46,5;51,3
31.12.2015;03255408016;Halle, Kr Holzminden;46,4;45,4;47,4
31.12.2015;03255408017;Hehlen;46,3;44,9;47,7
31.12.2015;03255408019;Heinsen;46,3;45,5;47,2
31.12.2015;03255408020;Heyen;48,4;47,2;49,6
31.12.2015;03255408025;Kirchbrak;47,0;45,9;48,2
31.12.2015;03255408031;Ottenstein;45,8;44,9;46,7
31.12.2015;03255408032;Pegestorf;48,6;49,1;48,1
31.12.2015;03255408033;Polle;50,1;49,8;50,3
31.12.2015;03255408035;Vahlbruch;50,4;48,8;52,1
31.12.2015;03255409;Eschershausen-Stadtoldendorf, Samtgemeinde;46,8;45,1;48,5
31.12.2015;03255409001;Arholzen;46,4;45,3;47,5
31.12.2015;03255409007;Deensen;46,3;44,7;48,0
31.12.2015;03255409010;Dielmissen;46,4;44,6;48,1
31.12.2015;03255409012;Eimen;49,1;47,8;50,4
31.12.2015;03255409013;Eschershausen, Stadt;47,5;44,8;50,4
31.12.2015;03255409018;Heinade;47,6;47,1;48,1
31.12.2015;03255409022;Holzen;50,3;51,1;49,5
31.12.2015;03255409027;Lenne;46,2;43,6;48,9
31.12.2015;03255409028;Lüerdissen;48,8;48,6;49,0
31.12.2015;03255409034;Stadtoldendorf, Stadt;45,7;44,0;47,4
31.12.2015;03255409036;Wangelnstedt;46,5;46,2;46,7
31.12.2015;03255501;Boffzen, gem.fr. Geb.;-;-;-
31.12.2015;03255502;Eimen, gem.fr. Geb.;-;-;-
31.12.2015;03255503;Eschershausen, gem.fr. Geb.;-;-;-
31.12.2015;03255504;Grünenplan, gem.fr. Geb.;-;-;-
31.12.2015;03255505;Holzminden, gem.fr. Geb.;-;-;-
31.12.2015;03255506;Merxhausen, gem.fr. Geb.;-;-;-
31.12.2015;03255508;Wenzen, gem.fr. Geb.;-;-;-
31.12.2015;03256022;Nienburg (Weser);44,5;42,9;45,9
31.12.2015;03256025;Rehburg-Loccum;46,1;44,5;47,7
31.12.2015;03256030;Steyerberg;46,0;44,3;47,6
31.12.2015;03256032;Stolzenau;-;-;-
31.12.2015;03256401;Eystrup, Samtgemeinde;-;-;-
31.12.2015;03256401007;Eystrup;-;-;-
31.12.2015;03256401008;Gandesbergen;-;-;-
31.12.2015;03256401009;Hämelhausen;-;-;-
31.12.2015;03256401010;Hassel (Weser);-;-;-
31.12.2015;03256402;Heemsen, Samtgemeinde;43,1;42,2;44,1
31.12.2015;03256402005;Drakenburg;44,2;43,5;44,9
31.12.2015;03256402011;Haßbergen;43,9;42,5;45,3
31.12.2015;03256402012;Heemsen;42,8;42,1;43,5
31.12.2015;03256402027;Rohrsen;40,7;39,5;41,9
31.12.2015;03256403;Grafschaft Hoya, Samtgemeinde;-;-;-
31.12.2015;03256403003;Bücken, Flecken;-;-;-
31.12.2015;03256403013;Hilgermissen;-;-;-
31.12.2015;03256403014;Hoya, Stadt;-;-;-
31.12.2015;03256403015;Hoyerhagen;-;-;-
31.12.2015;03256403028;Schweringen;-;-;-
31.12.2015;03256403035;Warpe;-;-;-
31.12.2015;03256404;Landesbergen, Samtgemeinde;-;-;-
31.12.2015;03256404006;Estorf;-;-;-
31.12.2015;03256404016;Husum;-;-;-
31.12.2015;03256404017;Landesbergen;-;-;-
31.12.2015;03256404018;Leese;-;-;-
31.12.2015;03256405;Liebenau, Samtgemeinde;44,8;42,9;46,7
31.12.2015;03256405002;Binnen;45,8;43,7;48,0
31.12.2015;03256405019;Liebenau, Kr Nienburg;44,3;42,3;46,5
31.12.2015;03256405023;Pennigsehl;45,2;44,2;46,2
31.12.2015;03256406;Marklohe, Samtgemeinde;45,2;44,0;46,4
31.12.2015;03256406001;Balge;45,9;44,7;47,0
31.12.2015;03256406021;Marklohe;45,4;43,9;46,8
31.12.2015;03256406036;Wietzen;44,5;43,7;45,2
31.12.2015;03256407;Steimbke, Samtgemeinde;44,9;43,4;46,3
31.12.2015;03256407020;Linsburg;46,6;45,7;47,5
31.12.2015;03256407026;Rodewald;44,2;42,6;45,9
31.12.2015;03256407029;Steimbke;44,8;43,1;46,5
31.12.2015;03256407031;Stöckse;45,0;44,0;46,0
31.12.2015;03256408;Uchte, Samtgemeinde;45,1;43,9;46,4
31.12.2015;03256408004;Diepenau;43,9;43,2;44,7
31.12.2015;03256408024;Raddestorf;45,5;44,5;46,5
31.12.2015;03256408033;Uchte;45,8;43,8;47,9
31.12.2015;03256408034;Warmsen;45,4;44,8;46,0
31.12.2015;03256409;Grafschaft Hoya, Samtgemeinde;45,4;44,3;46,5
31.12.2015;03256409003;Bücken, Flecken;45,5;44,3;46,6
31.12.2015;03256409007;Eystrup;44,7;43,4;45,9
31.12.2015;03256409008;Gandesbergen;47,7;46,3;49,1
31.12.2015;03256409009;Hämelhausen;44,0;43,4;44,7
31.12.2015;03256409010;Hassel (Weser);44,5;44,5;44,5
31.12.2015;03256409013;Hilgermissen;45,9;44,9;47,0
31.12.2015;03256409014;Hoya, Stadt;46,0;44,5;47,5
31.12.2015;03256409015;Hoyerhagen;45,6;44,2;47,0
31.12.2015;03256409028;Schweringen;44,4;42,9;46,1
31.12.2015;03256409035;Warpe;46,1;45,0;47,3
31.12.2015;03256410;Mittelweser, Samtgemeinde;44,6;43,4;45,8
31.12.2015;03256410006;Estorf;44,9;44,2;45,6
31.12.2015;03256410016;Husum;43,7;43,1;44,3
31.12.2015;03256410017;Landesbergen;45,7;44,6;46,8
31.12.2015;03256410018;Leese;44,3;43,5;45,0
31.12.2015;03256410032;Stolzenau;44,5;42,9;46,0
31.12.2015;03257003;Auetal;45,4;44,3;46,4
31.12.2015;03257009;Bückeburg;46,0;44,8;47,0
31.12.2015;03257028;Obernkirchen;47,0;45,5;48,5
31.12.2015;03257031;Rinteln;46,4;45,0;47,8
31.12.2015;03257035;Stadthagen;46,2;44,5;47,8
31.12.2015;03257401;Eilsen, Samtgemeinde;48,5;46,5;50,4
31.12.2015;03257401001;Ahnsen;45,0;44,0;45,9
31.12.2015;03257401005;Bad Eilsen;53,8;50,1;56,8
31.12.2015;03257401008;Buchholz b Stadthagen;45,8;45,2;46,4
31.12.2015;03257401012;Heeßen;46,6;46,0;47,0
31.12.2015;03257401022;Luhden;44,2;43,0;45,6
31.12.2015;03257402;Lindhorst, Samtgemeinde;45,4;44,0;46,9
31.12.2015;03257402007;Beckedorf;45,6;44,3;46,9
31.12.2015;03257402015;Heuerßen;47,2;46,5;47,8
31.12.2015;03257402020;Lindhorst;45,6;43,9;47,2
31.12.2015;03257402021;Lüdersfeld;43,0;41,6;44,6
31.12.2015;03257403;Nenndorf, Samtgemeinde;48,4;46,7;50,0
31.12.2015;03257403006;Bad Nenndorf;50,2;48,1;52,1
31.12.2015;03257403011;Haste;46,0;44,9;47,0
31.12.2015;03257403016;Hohnhorst;44,6;43,4;45,8
31.12.2015;03257403036;Suthfeld;45,7;45,7;45,6
31.12.2015;03257404;Niedernwöhren, Samtgemeinde;45,6;44,5;46,7
31.12.2015;03257404019;Lauenhagen;44,4;43,9;44,9
31.12.2015;03257404023;Meerbeck;45,2;44,4;46,1
31.12.2015;03257404025;Niedernwöhren;44,0;43,0;45,0
31.12.2015;03257404027;Nordsehl;46,6;45,7;47,5
31.12.2015;03257404030;Pollhagen;49,0;46,8;51,2
31.12.2015;03257404037;Wiedensahl;46,9;45,5;48,3
31.12.2015;03257405;Nienstädt, Samtgemeinde;45,1;44,1;46,1
31.12.2015;03257405013;Helpsen;46,6;45,0;48,2
31.12.2015;03257405014;Hespe;43,6;42,7;44,5
31.12.2015;03257405026;Nienstädt;45,8;44,9;46,7
31.12.2015;03257405034;Seggebruch;42,9;42,1;43,6
31.12.2015;03257406;Rodenberg, Samtgemeinde;45,6;44,4;46,8
31.12.2015;03257406002;Apelern;46,2;45,6;46,8
31.12.2015;03257406017;Hülsede;46,1;45,1;47,2
31.12.2015;03257406018;Lauenau;46,1;44,5;47,6
31.12.2015;03257406024;Messenkamp;46,6;46,3;46,8
31.12.2015;03257406029;Pohle;45,2;44,4;46,1
31.12.2015;03257406032;Rodenberg;44,9;43,4;46,4
31.12.2015;03257407;Sachsenhagen, Samtgemeinde;46,4;44,9;47,8
31.12.2015;03257407004;Auhagen;44,7;44,0;45,4
31.12.2015;03257407010;Hagenburg;45,7;43,9;47,5
31.12.2015;03257407033;Sachsenhagen;46,1;45,5;46,8
31.12.2015;03257407038;Wölpinghausen;49,7;47,7;51,8
31.12.2015;03351004;Bergen;43,9;42,3;45,5
31.12.2015;03351006;Celle;45,1;43,3;46,7
31.12.2015;03351010;Faßberg;46,1;44,8;47,5
31.12.2015;03351012;Hambühren;44,2;43,0;45,4
31.12.2015;03351013;Hermannsburg;-;-;-
31.12.2015;03351020;Unterlüß;-;-;-
31.12.2015;03351023;Wietze;45,6;44,5;46,7
31.12.2015;03351024;Winsen (Aller);46,0;45,0;47,0
31.12.2015;03351025;Eschede;45,4;44,7;46,0
31.12.2015;03351026;Südheide;46,7;45,2;48,2
31.12.2015;03351401;Eschede, Samtgemeinde;-;-;-
31.12.2015;03351401009;Eschede;-;-;-
31.12.2015;03351401011;Habighorst;-;-;-
31.12.2015;03351401014;Höfer;-;-;-
31.12.2015;03351401019;Scharnhorst;-;-;-
31.12.2015;03351402;Flotwedel, Samtgemeinde;44,9;43,9;45,9
31.12.2015;03351402005;Bröckel;43,0;42,4;43,6
31.12.2015;03351402007;Eicklingen;42,5;41,7;43,3
31.12.2015;03351402017;Langlingen;44,5;43,5;45,5
31.12.2015;03351402022;Wienhausen;47,8;46,4;49,1
31.12.2015;03351403;Lachendorf, Samtgemeinde;43,8;42,7;44,9
31.12.2015;03351403002;Ahnsbeck;42,1;41,7;42,6
31.12.2015;03351403003;Beedenbostel;45,7;44,3;47,0
31.12.2015;03351403008;Eldingen;45,6;45,0;46,1
31.12.2015;03351403015;Hohne;44,3;42,8;45,9
31.12.2015;03351403016;Lachendorf;43,2;41,8;44,6
31.12.2015;03351404;Wathlingen, Samtgemeinde;43,4;42,3;44,5
31.12.2015;03351404001;Adelheidsdorf;42,1;41,9;42,3
31.12.2015;03351404018;Nienhagen b Celle;44,1;43,1;45,1
31.12.2015;03351404021;Wathlingen;43,2;41,6;44,8
31.12.2015;03351501;Lohheide, gem.fr. Bezirk;46,6;47,1;46,1
31.12.2015;03352011;Cuxhaven;48,4;46,6;49,9
31.12.2015;03352030;Langen, Stadt;-;-;-
31.12.2015;03352032;Loxstedt;45,5;44,7;46,3
31.12.2015;03352040;Nordholz;-;-;-
31.12.2015;03352050;Schiffdorf;45,7;44,2;47,1
31.12.2015;03352059;Beverstedt;45,0;43,8;46,2
31.12.2015;03352060;Hagen im Bremischen;44,8;43,9;45,6
31.12.2015;03352061;Wurster Nordseeküste;44,5;43,6;45,4
31.12.2015;03352062;Geestland, Stadt;46,1;44,7;47,5
31.12.2015;03352401;Am Dobrock, Samtgemeinde;46,4;45,0;47,7
31.12.2015;03352401004;Belum;46,1;44,5;47,7
31.12.2015;03352401008;Bülkau;47,3;47,4;47,1
31.12.2015;03352401009;Cadenberge;45,3;43,0;47,3
31.12.2015;03352401018;Geversdorf;45,4;43,9;46,8
31.12.2015;03352401039;Neuhaus (Oste);46,7;45,0;48,4
31.12.2015;03352401042;Oberndorf, Oste;48,3;46,6;50,1
31.12.2015;03352401056;Wingst;46,7;46,1;47,4
31.12.2015;03352402;Samtgemeinde Bederkesa;-;-;-
31.12.2015;03352402003;Bederkesa, Flecken;-;-;-
31.12.2015;03352402013;Drangstedt;-;-;-
31.12.2015;03352402015;Elmlohe;-;-;-
31.12.2015;03352402016;Flögeln;-;-;-
31.12.2015;03352402027;Köhlen;-;-;-
31.12.2015;03352402028;Kührstedt;-;-;-
31.12.2015;03352402031;Lintig;-;-;-
31.12.2015;03352402048;Ringstedt;-;-;-
31.12.2015;03352403;Beverstedt, Samtgemeinde;-;-;-
31.12.2015;03352403001;Appeln;-;-;-
31.12.2015;03352403005;Beverstedt, Flecken;-;-;-
31.12.2015;03352403006;Bokel;-;-;-
31.12.2015;03352403017;Frelsdorf;-;-;-
31.12.2015;03352403021;Heerstedt;-;-;-
31.12.2015;03352403023;Hollen;-;-;-
31.12.2015;03352403026;Kirchwistedt;-;-;-
31.12.2015;03352403033;Lunestedt;-;-;-
31.12.2015;03352403053;Stubben;-;-;-
31.12.2015;03352404;Börde Lamstedt, Samtgemeinde;45,0;44,4;45,6
31.12.2015;03352404002;Armstorf;44,7;44,5;44,8
31.12.2015;03352404024;Hollnseth;45,2;44,3;46,2
31.12.2015;03352404029;Lamstedt;44,9;44,3;45,5
31.12.2015;03352404036;Mittelstenahe;44,1;44,0;44,1
31.12.2015;03352404052;Stinstedt;46,8;45,8;47,9
31.12.2015;03352405;Hadeln, Samtgemeinde;-;-;-
31.12.2015;03352405038;Neuenkirchen;-;-;-
31.12.2015;03352405041;Nordleda;-;-;-
31.12.2015;03352405045;Osterbruch;-;-;-
31.12.2015;03352405046;Otterndorf;-;-;-
31.12.2015;03352406;Hagen, Samtgemeinde;-;-;-
31.12.2015;03352406007;Bramstedt;-;-;-
31.12.2015;03352406014;Driftsethe;-;-;-
31.12.2015;03352406019;Hagen im Bremischen;-;-;-
31.12.2015;03352406049;Sandstedt;-;-;-
31.12.2015;03352406054;Uthlede;-;-;-
31.12.2015;03352406058;Wulsbüttel;-;-;-
31.12.2015;03352407;Hemmoor, Samtgemeinde;44,6;43,2;46,0
31.12.2015;03352407020;Hechthausen;45,6;44,6;46,7
31.12.2015;03352407022;Hemmoor;44,0;42,3;45,6
31.12.2015;03352407044;Osten;45,9;44,5;47,2
31.12.2015;03352408;Samtgemeinde Land Wursten;-;-;-
31.12.2015;03352408010;Cappel;-;-;-
31.12.2015;03352408012;Dorum;-;-;-
31.12.2015;03352408034;Midlum;-;-;-
31.12.2015;03352408035;Misselwarden;-;-;-
31.12.2015;03352408037;Mulsum;-;-;-
31.12.2015;03352408047;Padingsbüttel;-;-;-
31.12.2015;03352408057;Wremen;-;-;-
31.12.2015;03352409;Sietland, Samtgemeinde;-;-;-
31.12.2015;03352409025;Ihlienworth;-;-;-
31.12.2015;03352409043;Odisheim;-;-;-
31.12.2015;03352409051;Steinau;-;-;-
31.12.2015;03352409055;Wanna;-;-;-
31.12.2015;03352410;Land Hadeln, Samtgemeinde;45,5;44,1;47,0
31.12.2015;03352410025;Ihlienworth;46,0;43,4;48,7
31.12.2015;03352410038;Neuenkirchen;44,8;43,7;45,9
31.12.2015;03352410041;Nordleda;44,7;43,3;46,3
31.12.2015;03352410043;Odisheim;45,7;45,1;46,5
31.12.2015;03352410045;Osterbruch;47,0;46,6;47,5
31.12.2015;03352410046;Otterndorf, Stadt;45,9;44,0;47,6
31.12.2015;03352410051;Steinau;46,5;46,4;46,6
31.12.2015;03352410055;Wanna;44,0;43,5;44,5
31.12.2015;03352411;Land Hadeln, Samtgemeinde;-;-;-
31.12.2015;03352411004;Belum;-;-;-
31.12.2015;03352411008;Bülkau;-;-;-
31.12.2015;03352411025;Ihlienworth;-;-;-
31.12.2015;03352411038;Neuenkirchen;-;-;-
31.12.2015;03352411039;Neuhaus (Oste), Flecken;-;-;-
31.12.2015;03352411041;Nordleda;-;-;-
31.12.2015;03352411042;Oberndorf;-;-;-
31.12.2015;03352411043;Odisheim;-;-;-
31.12.2015;03352411045;Osterbruch;-;-;-
31.12.2015;03352411046;Otterndorf, Stadt;-;-;-
31.12.2015;03352411051;Steinau;-;-;-
31.12.2015;03352411055;Wanna;-;-;-
31.12.2015;03352411056;Wingst;-;-;-
31.12.2015;03352411063;Cadenberge;-;-;-
31.12.2015;03353005;Buchholz i. d. Nordheide;44,8;43,5;46,0
31.12.2015;03353026;Neu Wulmstorf;43,6;42,4;44,9
31.12.2015;03353029;Rosengarten, Kr Harburg;45,0;44,3;45,7
31.12.2015;03353031;Seevetal;46,2;44,9;47,5
31.12.2015;03353032;Stelle;45,1;43,6;46,7
31.12.2015;03353040;Winsen (Luhe);43,2;42,0;44,4
31.12.2015;03353401;Elbmarsch, Samtgemeinde;45,1;44,4;45,9
31.12.2015;03353401007;Drage, Elbe;43,6;43,4;43,9
31.12.2015;03353401023;Marschacht;44,2;43,1;45,4
31.12.2015;03353401033;Tespe;47,4;46,6;48,2
31.12.2015;03353402;Hanstedt, Samtgemeinde;45,3;44,0;46,6
31.12.2015;03353402002;Asendorf, Nordheide;44,4;44,0;44,9
31.12.2015;03353402004;Brackel;43,8;42,8;44,8
31.12.2015;03353402009;Egestorf;45,2;43,7;46,6
31.12.2015;03353402016;Hanstedt, Nordheide;46,8;44,9;48,4
31.12.2015;03353402024;Marxen;42,1;41,5;42,8
31.12.2015;03353402036;Undeloh;47,1;46,1;48,2
31.12.2015;03353403;Hollenstedt, Samtgemeinde;44,0;43,3;44,7
31.12.2015;03353403001;Appel;45,5;45,2;45,8
31.12.2015;03353403008;Drestedt;43,8;43,1;44,5
31.12.2015;03353403014;Halvesbostel;41,0;40,9;41,2
31.12.2015;03353403019;Hollenstedt;43,4;42,3;44,4
31.12.2015;03353403025;Moisburg;43,2;43,0;43,5
31.12.2015;03353403028;Regesbostel;45,1;44,4;45,7
31.12.2015;03353403039;Wenzendorf;45,7;44,0;47,2
31.12.2015;03353404;Jesteburg, Samtgemeinde;46,2;44,8;47,6
31.12.2015;03353404003;Bendestorf;47,1;45,7;48,3
31.12.2015;03353404017;Harmstorf;44,9;44,8;45,0
31.12.2015;03353404020;Jesteburg;46,1;44,5;47,7
31.12.2015;03353405;Salzhausen, Samtgemeinde;44,1;43,1;45,2
31.12.2015;03353405010;Eyendorf;42,9;42,0;43,8
31.12.2015;03353405011;Garlstorf;43,1;42,3;44,0
31.12.2015;03353405012;Garstedt;46,5;45,8;47,2
31.12.2015;03353405013;Gödenstorf;43,1;43,2;42,9
31.12.2015;03353405030;Salzhausen;44,0;42,5;45,5
31.12.2015;03353405034;Toppenstedt;44,3;43,9;44,6
31.12.2015;03353405037;Vierhöfen;45,6;43,0;47,9
31.12.2015;03353405042;Wulfsen;43,9;42,7;45,0
31.12.2015;03353406;Tostedt, Samtgemeinde;43,9;42,4;45,2
31.12.2015;03353406006;Dohren, Nordheide;41,9;41,0;42,9
31.12.2015;03353406015;Handeloh;47,2;46,4;48,1
31.12.2015;03353406018;Heidenau, Nordheide;43,1;42,3;43,9
31.12.2015;03353406021;Kakenstorf;44,9;44,1;45,8
31.12.2015;03353406022;Königsmoor;42,5;41,3;43,9
31.12.2015;03353406027;Otter;41,3;40,7;42,0
31.12.2015;03353406035;Tostedt;44,0;42,1;45,9
31.12.2015;03353406038;Welle;42,7;41,2;44,4
31.12.2015;03353406041;Wistedt;42,9;42,6;43,2
31.12.2015;03354403;Gartow, Samtgemeinde;52,9;52,1;53,6
31.12.2015;03354403005;Gartow, Elbe;54,0;53,4;54,6
31.12.2015;03354403007;Gorleben;49,5;50,4;48,6
31.12.2015;03354403010;Höhbeck;54,8;52,8;56,6
31.12.2015;03354403020;Prezelle;50,3;48,3;52,4
31.12.2015;03354403021;Schnackenburg;53,5;53,0;54,0
31.12.2015;03354406;Elbtalaue, Samtgemeinde;47,4;45,5;49,2
31.12.2015;03354406003;Damnatz;50,2;50,5;50,0
31.12.2015;03354406004;Dannenberg (Elbe);44,5;42,2;46,9
31.12.2015;03354406006;Göhrde;47,6;45,9;49,0
31.12.2015;03354406008;Gusborn;48,5;48,7;48,4
31.12.2015;03354406009;Hitzacker (Elbe);49,9;48,0;51,6
31.12.2015;03354406011;Jameln;46,7;45,2;48,3
31.12.2015;03354406012;Karwitz;47,3;46,2;48,3
31.12.2015;03354406014;Langendorf, Elbe;47,9;46,4;49,2
31.12.2015;03354406019;Neu Darchau;50,6;49,3;51,8
31.12.2015;03354406027;Zernien;51,5;50,6;52,3
31.12.2015;03354407;Lüchow (Wendland), Samtgemeinde;46,1;44,3;47,8
31.12.2015;03354407001;Bergen an der Dumme;47,2;44,8;49,8
31.12.2015;03354407002;Clenze;46,9;45,2;48,6
31.12.2015;03354407013;Küsten;45,8;44,7;46,8
31.12.2015;03354407015;Lemgow;48,5;47,2;49,7
31.12.2015;03354407016;Luckau (Wendland);45,2;44,4;46,1
31.12.2015;03354407017;Lübbow;42,6;41,6;43,6
31.12.2015;03354407018;Lüchow (Wendland);46,3;44,2;48,4
31.12.2015;03354407022;Schnega;48,2;46,8;49,5
31.12.2015;03354407023;Trebel;47,2;46,1;48,4
31.12.2015;03354407024;Waddeweitz;47,9;47,0;48,8
31.12.2015;03354407025;Woltersdorf, Niedersachs;40,0;37,8;43,0
31.12.2015;03354407026;Wustrow (Wendland);44,8;43,8;45,8
31.12.2015;03354501;Gartow, gem.fr. Geb.;-;-;-
31.12.2015;03354502;Göhrde, gem.fr. Geb.;-;-;-
31.12.2015;03355001;Adendorf;44,9;43,5;46,2
31.12.2015;03355009;Bleckede;45,5;44,3;46,6
31.12.2015;03355022;Lüneburg;41,8;40,4;43,1
31.12.2015;03355049;Amt Neuhaus;46,5;44,7;48,4
31.12.2015;03355401;Amelinghausen, Samtgemeinde;44,4;43,0;45,8
31.12.2015;03355401002;Amelinghausen;44,4;42,3;46,6
31.12.2015;03355401008;Betzendorf;45,3;44,7;45,8
31.12.2015;03355401027;Oldendorf (Luhe);43,8;43,2;44,5
31.12.2015;03355401029;Rehlingen;43,1;42,6;43,6
31.12.2015;03355401034;Soderstorf;44,7;43,9;45,5
31.12.2015;03355402;Bardowick, Samtgemeinde;42,9;42,2;43,6
31.12.2015;03355402004;Bardowick;41,6;41,3;42,0
31.12.2015;03355402007;Barum, Kr Lüneburg;43,8;43,6;44,0
31.12.2015;03355402017;Handorf;42,5;42,1;42,9
31.12.2015;03355402023;Mechtersen;45,0;44,6;45,4
31.12.2015;03355402028;Radbruch;42,4;41,8;43,1
31.12.2015;03355402039;Vögelsen;46,5;44,9;48,0
31.12.2015;03355402042;Wittorf;42,5;40,7;44,3
31.12.2015;03355403;Dahlenburg, Samtgemeinde;44,8;43,3;46,5
31.12.2015;03355403010;Boitze;44,5;43,2;46,0
31.12.2015;03355403012;Dahlem, Niedersachs;40,0;37,0;43,6
31.12.2015;03355403013;Dahlenburg;45,0;43,2;47,0
31.12.2015;03355403025;Nahrendorf;44,8;44,2;45,5
31.12.2015;03355403037;Tosterglope;48,9;49,0;48,7
31.12.2015;03355404;Gellersen, Samtgemeinde;43,8;42,5;45,1
31.12.2015;03355404020;Kirchgellersen;43,0;41,8;44,1
31.12.2015;03355404031;Reppenstedt;44,6;43,3;45,8
31.12.2015;03355404035;Südergellersen;43,0;42,5;43,4
31.12.2015;03355404041;Westergellersen;42,8;40,7;44,9
31.12.2015;03355405;Ilmenau, Samtgemeinde;44,2;43,5;45,0
31.12.2015;03355405006;Barnstedt;46,8;47,6;46,1
31.12.2015;03355405014;Deutsch Evern;44,8;43,5;46,1
31.12.2015;03355405016;Embsen;43,1;42,9;43,3
31.12.2015;03355405024;Melbeck;43,9;42,9;44,8
31.12.2015;03355406;Ostheide, Samtgemeinde;42,5;41,8;43,2
31.12.2015;03355406005;Barendorf;39,3;38,2;40,5
31.12.2015;03355406026;Neetze;42,6;42,2;43,1
31.12.2015;03355406030;Reinstorf;45,0;45,4;44,6
31.12.2015;03355406036;Thomasburg;43,3;42,1;44,5
31.12.2015;03355406038;Vastorf;44,8;44,0;45,7
31.12.2015;03355406040;Wendisch Evern;43,4;42,5;44,3
31.12.2015;03355407;Scharnebeck, Samtgemeinde;42,9;41,8;44,0
31.12.2015;03355407003;Artlenburg;43,3;42,4;44,2
31.12.2015;03355407011;Brietlingen;41,6;41,0;42,2
31.12.2015;03355407015;Echem;42,0;40,9;43,0
31.12.2015;03355407018;Hittbergen;42,5;42,3;42,7
31.12.2015;03355407019;Hohnstorf (Elbe);45,8;44,8;46,8
31.12.2015;03355407021;Lüdersburg;44,5;43,9;45,2
31.12.2015;03355407032;Rullstorf;43,6;42,1;45,0
31.12.2015;03355407033;Scharnebeck;41,7;40,1;43,4
31.12.2015;03356002;Grasberg;44,6;43,4;45,7
31.12.2015;03356005;Lilienthal;46,0;44,7;47,3
31.12.2015;03356007;Osterholz-Scharmbeck;44,6;43,2;45,9
31.12.2015;03356008;Ritterhude;45,4;44,2;46,5
31.12.2015;03356009;Schwanewede;44,1;42,6;45,7
31.12.2015;03356011;Worpswede;48,3;46,7;49,8
31.12.2015;03356401;Hambergen, Samtgemeinde;45,5;44,5;46,5
31.12.2015;03356401001;Axstedt;42,9;41,8;44,0
31.12.2015;03356401003;Hambergen;44,7;43,6;45,7
31.12.2015;03356401004;Holste;48,9;47,9;49,9
31.12.2015;03356401006;Lübberstedt;47,4;46,5;48,4
31.12.2015;03356401010;Vollersode;46,1;45,2;47,2
31.12.2015;03357008;Bremervörde;45,6;43,9;47,4
31.12.2015;03357016;Gnarrenburg;44,1;43,2;44,9
31.12.2015;03357039;Rotenburg (Wümme);44,0;42,2;45,7
31.12.2015;03357041;Scheeßel;43,9;42,5;45,3
31.12.2015;03357051;Visselhövede;44,5;43,1;46,0
31.12.2015;03357401;Bothel, Samtgemeinde;43,8;42,8;44,8
31.12.2015;03357401006;Bothel;41,9;41,0;42,8
31.12.2015;03357401009;Brockel;45,4;44,1;46,6
31.12.2015;03357401024;Hemsbünde;44,4;44,0;44,9
31.12.2015;03357401025;Hemslingen;43,9;43,2;44,6
31.12.2015;03357401031;Kirchwalsede;43,9;42,1;45,9
31.12.2015;03357401054;Westerwalsede;45,5;44,7;46,2
31.12.2015;03357402;Fintel, Samtgemeinde;45,4;44,4;46,5
31.12.2015;03357402015;Fintel;47,3;46,8;47,7
31.12.2015;03357402023;Helvesiek;44,4;44,6;44,2
31.12.2015;03357402033;Lauenbrück;44,2;42,5;45,9
31.12.2015;03357402046;Stemmen;45,1;43,0;47,4
31.12.2015;03357402049;Vahlde;43,5;42,8;44,3
31.12.2015;03357403;Geestequelle, Samtgemeinde;43,9;43,4;44,5
31.12.2015;03357403002;Alfstedt;43,8;44,0;43,7
31.12.2015;03357403004;Basdahl;43,4;42,2;44,6
31.12.2015;03357403012;Ebersdorf;45,1;44,8;45,4
31.12.2015;03357403027;Hipstedt;45,4;44,2;46,7
31.12.2015;03357403035;Oerel;42,8;42,6;43,0
31.12.2015;03357404;Selsingen, Samtgemeinde;42,6;41,1;44,2
31.12.2015;03357404003;Anderlingen;44,1;43,1;45,3
31.12.2015;03357404011;Deinstedt;42,5;42,0;42,9
