GENESIS-Tabelle: 14345-01-02-5
Landtagswahlen: Sachsen-Anhalt - Wahlberechtigte und;;;;;;;;;;;
-beteiligung, Gültige Stimmen nach Parteien;;;;;;;;;;;
- Wahl-/Stichtag - regionale Tiefe: Gemeinde;;;;;;;;;;;
Landtagswahlen: Sachsen-Anhalt;;;;;;;;;;;
;;;Wahlberechtigte;Wahlbeteiligung;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen
;;;;;;Parteien;Parteien;Parteien;Parteien;Parteien;Parteien
;;;;;;CDU/CSU;SPD;GRÜNE;FDP;DIE LINKE;Sonstige Parteien
;;;Anzahl;Prozent;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
13.03.2016;15082260;Petersroda;-;-;-;-;-;-;-;-;-
13.03.2016;15082265;Piethen;-;-;-;-;-;-;-;-;-
13.03.2016;15082270;Plodda;-;-;-;-;-;-;-;-;-
13.03.2016;15082275;Polenzko;-;-;-;-;-;-;-;-;-
13.03.2016;15082280;Pouch;-;-;-;-;-;-;-;-;-
13.03.2016;15082285;Prosigk;-;-;-;-;-;-;-;-;-
13.03.2016;15082290;Quellendorf;-;-;-;-;-;-;-;-;-
13.03.2016;15082295;Radegast b. Köthen, Anh;-;-;-;-;-;-;-;-;-
13.03.2016;15082300;Raguhn;-;-;-;-;-;-;-;-;-
13.03.2016;15082301;Raguhn-Jeßnitz, Stadt;8066;60,5;4783;1314;409;147;191;609;2113
13.03.2016;15082305;Reppichau;-;-;-;-;-;-;-;-;-
13.03.2016;15082310;Retzau;-;-;-;-;-;-;-;-;-
13.03.2016;15082315;Reuden/Anhalt;-;-;-;-;-;-;-;-;-
13.03.2016;15082320;Reupzig;-;-;-;-;-;-;-;-;-
13.03.2016;15082325;Riesdorf;-;-;-;-;-;-;-;-;-
13.03.2016;15082330;Roitzsch;-;-;-;-;-;-;-;-;-
13.03.2016;15082335;Rösa;-;-;-;-;-;-;-;-;-
13.03.2016;15082340;Sandersdorf-Brehna, Stadt;12647;57,2;7051;2161;658;208;325;918;2781
13.03.2016;15082345;Scheuder;-;-;-;-;-;-;-;-;-
13.03.2016;15082350;Schierau;-;-;-;-;-;-;-;-;-
13.03.2016;15082355;Schlaitz;-;-;-;-;-;-;-;-;-
13.03.2016;15082360;Schortewitz;-;-;-;-;-;-;-;-;-
13.03.2016;15082365;Schwemsal;-;-;-;-;-;-;-;-;-
13.03.2016;15082370;Steutz;-;-;-;-;-;-;-;-;-
13.03.2016;15082375;Straguth;-;-;-;-;-;-;-;-;-
13.03.2016;15082377;Südliches Anhalt, Stadt;11668;58,3;6632;1915;565;181;256;1204;2511
13.03.2016;15082380;Thurland;-;-;-;-;-;-;-;-;-
13.03.2016;15082385;Tornau vor der Heide;-;-;-;-;-;-;-;-;-
13.03.2016;15082390;Trebbichau an der Fuhne;-;-;-;-;-;-;-;-;-
13.03.2016;15082395;Trinum;-;-;-;-;-;-;-;-;-
13.03.2016;15082400;Walternienburg;-;-;-;-;-;-;-;-;-
13.03.2016;15082405;Weißandt-Gölzau;-;-;-;-;-;-;-;-;-
13.03.2016;15082410;Wieskau;-;-;-;-;-;-;-;-;-
13.03.2016;15082415;Wulfen;-;-;-;-;-;-;-;-;-
13.03.2016;15082420;Zabitz;-;-;-;-;-;-;-;-;-
13.03.2016;15082425;Zehbitz;-;-;-;-;-;-;-;-;-
13.03.2016;15082430;Zerbst/Anhalt, Stadt;18637;50,3;9171;2621;853;373;354;1310;3660
13.03.2016;15082435;Zernitz;-;-;-;-;-;-;-;-;-
13.03.2016;15082440;Zörbig, Stadt;8038;55,5;4347;1304;390;119;202;557;1775
13.03.2016;15083005;Ackendorf;-;-;-;-;-;-;-;-;-
13.03.2016;15083010;Alleringersleben;-;-;-;-;-;-;-;-;-
13.03.2016;15083015;Altbrandsleben;-;-;-;-;-;-;-;-;-
13.03.2016;15083020;Altenhausen;951;61,4;577;208;87;13;27;92;150
13.03.2016;15083025;Am Großen Bruch;1799;55,6;973;311;133;22;52;130;325
13.03.2016;15083030;Angern;1692;65,4;1082;362;81;38;59;153;389
13.03.2016;15083035;Ausleben;1413;55,8;759;243;108;24;20;97;267
13.03.2016;15083040;Barleben;7621;61,1;4571;1511;438;220;232;613;1557
13.03.2016;15083045;Barneberg;-;-;-;-;-;-;-;-;-
13.03.2016;15083050;Bartensleben;-;-;-;-;-;-;-;-;-
13.03.2016;15083055;Bebertal;-;-;-;-;-;-;-;-;-
13.03.2016;15083060;Beendorf;711;51,5;359;135;41;19;21;43;100
13.03.2016;15083065;Behnsdorf;-;-;-;-;-;-;-;-;-
13.03.2016;15083070;Belsdorf;-;-;-;-;-;-;-;-;-
13.03.2016;15083075;Berenbrock;-;-;-;-;-;-;-;-;-
13.03.2016;15083080;Bertingen;-;-;-;-;-;-;-;-;-
13.03.2016;15083085;Böddensell;-;-;-;-;-;-;-;-;-
13.03.2016;15083090;Born;-;-;-;-;-;-;-;-;-
13.03.2016;15083095;Bornstedt b. Haldensleben;-;-;-;-;-;-;-;-;-
13.03.2016;15083100;Bösdorf b. Haldensleben;-;-;-;-;-;-;-;-;-
13.03.2016;15083105;Bottmersdorf;-;-;-;-;-;-;-;-;-
13.03.2016;15083110;Bregenstedt;-;-;-;-;-;-;-;-;-
13.03.2016;15083115;Bülstringen;721;66,3;466;181;33;12;13;51;176
13.03.2016;15083120;Burgstall;1325;67,5;863;266;67;22;39;127;342
13.03.2016;15083125;Calvörde;2968;55,7;1609;519;190;60;80;263;497
13.03.2016;15083130;Colbitz;2741;60,5;1621;522;118;84;65;251;581
13.03.2016;15083135;Cröchern;-;-;-;-;-;-;-;-;-
13.03.2016;15083140;Döhren;-;-;-;-;-;-;-;-;-
13.03.2016;15083145;Dolle;-;-;-;-;-;-;-;-;-
13.03.2016;15083150;Domersleben;-;-;-;-;-;-;-;-;-
13.03.2016;15083155;Dorst;-;-;-;-;-;-;-;-;-
13.03.2016;15083160;Drackenstedt;-;-;-;-;-;-;-;-;-
13.03.2016;15083165;Dreileben;-;-;-;-;-;-;-;-;-
13.03.2016;15083170;Druxberge;-;-;-;-;-;-;-;-;-
13.03.2016;15083175;Eggenstedt;-;-;-;-;-;-;-;-;-
13.03.2016;15083180;Eichenbarleben;-;-;-;-;-;-;-;-;-
13.03.2016;15083185;Eickendorf b. Haldensleben;-;-;-;-;-;-;-;-;-
13.03.2016;15083190;Eilsleben;3220;52,2;1631;525;249;50;56;255;496
13.03.2016;15083195;Eimersleben;-;-;-;-;-;-;-;-;-
13.03.2016;15083200;Emden;-;-;-;-;-;-;-;-;-
13.03.2016;15083205;Erxleben;2420;55,1;1286;398;143;30;38;182;495
13.03.2016;15083210;Eschenrode;-;-;-;-;-;-;-;-;-
13.03.2016;15083215;Etingen;-;-;-;-;-;-;-;-;-
13.03.2016;15083220;Everingen;-;-;-;-;-;-;-;-;-
13.03.2016;15083225;Farsleben;-;-;-;-;-;-;-;-;-
13.03.2016;15083230;Flechtingen;2355;57,7;1330;468;177;40;49;179;417
13.03.2016;15083235;Glindenberg;-;-;-;-;-;-;-;-;-
13.03.2016;15083240;Grauingen;-;-;-;-;-;-;-;-;-
13.03.2016;15083245;Gröningen, Stadt;3064;51,0;1524;486;195;55;59;226;503
13.03.2016;15083250;Groß Rodensleben;-;-;-;-;-;-;-;-;-
13.03.2016;15083255;Groß Santersleben;-;-;-;-;-;-;-;-;-
13.03.2016;15083260;Hadmersleben;-;-;-;-;-;-;-;-;-
13.03.2016;15083265;Hakenstedt;-;-;-;-;-;-;-;-;-
13.03.2016;15083270;Haldensleben, Stadt;16315;48,0;7666;2567;777;339;277;1164;2542
13.03.2016;15083275;Harbke;1182;58,6;663;191;114;17;28;108;205
13.03.2016;15083280;Heinrichsberg;-;-;-;-;-;-;-;-;-
13.03.2016;15083285;Hermsdorf b. Wolmirstedt;-;-;-;-;-;-;-;-;-
13.03.2016;15083290;Hillersleben;-;-;-;-;-;-;-;-;-
13.03.2016;15083295;Hödingen;-;-;-;-;-;-;-;-;-
13.03.2016;15083298;Hohe Börde;15213;54,7;8172;2804;796;341;354;1149;2728
13.03.2016;15083300;Hohendodeleben;-;-;-;-;-;-;-;-;-
