GENESIS-Tabelle: 14336-01-02-5
Landtagswahlen: Hessen - Wahlberechtigte und;;;;;;;;;;;
-beteiligung, Gültige Stimmen nach Parteien;;;;;;;;;;;
- Wahl-/Stichtag - regionale Tiefe: Gemeinde;;;;;;;;;;;
Landtagswahlen: Hessen;;;;;;;;;;;
;;;Wahlberechtigte;Wahlbeteiligung;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen
;;;;;;Parteien;Parteien;Parteien;Parteien;Parteien;Parteien
;;;;;;CDU/CSU;SPD;GRÜNE;FDP;DIE LINKE;Sonstige Parteien
;;;Anzahl;Prozent;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
22.09.2013;06435022;Niederdorfelden;2614;77,8;1982;715;698;196;90;79;204
22.09.2013;06435023;Rodenbach b Hanau;8761;76,8;6525;2570;2149;590;274;302;640
22.09.2013;06435024;Ronneburg, Hess;2689;77,9;2027;775;649;166;90;92;255
22.09.2013;06435025;Schlüchtern;12371;69,8;8413;3266;2640;746;358;401;1002
22.09.2013;06435026;Schöneck;9009;78,1;6834;2558;2066;918;361;294;637
22.09.2013;06435027;Sinntal;7296;73,9;5228;2158;1597;248;222;237;766
22.09.2013;06435028;Steinau a.d.Straße;8355;70,3;5701;2555;1586;333;241;238;748
22.09.2013;06435029;Wächtersbach;9036;74,4;6499;2471;2319;499;249;293;668
22.09.2013;06435200;Gutsbezirk Spessart;-;-;-;-;-;-;-;-;-
22.09.2013;06436001;Bad Soden am Taunus;15253;81,2;12203;5497;2435;1476;1383;324;1088
22.09.2013;06436002;Eppstein;9671;81,2;7718;3304;1877;794;622;243;878
22.09.2013;06436003;Eschborn;14165;79,8;11093;4598;2847;1273;905;427;1043
22.09.2013;06436004;Flörsheim am Main;14833;77,5;11162;3576;2807;2047;503;760;1469
22.09.2013;06436005;Hattersheim am Main;18002;73,5;12831;4990;3654;1411;715;609;1452
22.09.2013;06436006;Hochheim am Main;13198;76,1;9754;3774;2296;1334;508;548;1294
22.09.2013;06436007;Hofheim am Taunus;28504;80,4;22452;9442;5319;3100;1660;834;2097
22.09.2013;06436008;Kelkheim (Taunus);20558;79,6;16059;7341;3231;1864;1464;491;1668
22.09.2013;06436009;Kriftel;7793;80,3;6089;2763;1461;736;375;181;573
22.09.2013;06436010;Liederbach am Taunus;5987;80,7;4693;2124;1110;498;332;159;470
22.09.2013;06436011;Schwalbach am Taunus;10369;75,9;7688;3147;2299;736;522;322;662
22.09.2013;06436012;Sulzbach (Taunus);6244;81,1;4930;2065;1370;557;321;176;441
22.09.2013;06437001;Bad König;7140;71,1;4915;1900;1660;428;187;260;480
22.09.2013;06437002;Beerfelden;4846;74,9;3459;1098;1291;323;154;173;420
22.09.2013;06437003;Brensbach;4040;73,8;2882;1059;937;307;119;121;339
22.09.2013;06437004;Breuberg;4704;77,1;3497;1032;1416;272;137;211;429
22.09.2013;06437005;Brombachtal;2738;75,5;1995;735;617;207;88;126;222
22.09.2013;06437006;Erbach;9895;68,3;6562;2673;2020;582;273;346;668
22.09.2013;06437007;Fränkisch-Crumbach;2652;78,6;2014;760;706;154;95;104;195
22.09.2013;06437008;Hesseneck;552;82,1;430;155;186;44;7;13;25
22.09.2013;06437009;Höchst i. Odw.;6720;73,6;4780;1684;1627;427;158;312;572
22.09.2013;06437010;Lützelbach;5193;72,0;3605;1414;1265;230;125;190;381
22.09.2013;06437011;Michelstadt;12132;71,7;8382;3157;2821;866;388;454;696
22.09.2013;06437012;Mossautal;1998;81,1;1525;595;502;140;87;57;144
22.09.2013;06437013;Reichelsheim (Odenwald);6599;73,8;4720;2020;1320;385;248;237;510
22.09.2013;06437014;Rothenberg;1887;75,8;1302;450;496;117;41;42;156
22.09.2013;06437015;Sensbachtal;798;74,2;554;187;214;38;18;34;63
22.09.2013;06438001;Dietzenbach;18796;71,1;12924;4831;3705;1472;713;789;1414
22.09.2013;06438002;Dreieich;29027;77,1;21870;8862;5810;2690;1566;945;1997
22.09.2013;06438003;Egelsbach;8008;77,7;6057;2164;1865;868;315;255;590
22.09.2013;06438004;Hainburg;10638;76,1;7801;3519;2091;724;368;268;831
22.09.2013;06438005;Heusenstamm;13483;76,1;9997;4447;2419;1088;700;398;945
22.09.2013;06438006;Langen (Hessen);25262;72,2;17820;6802;4642;2505;1151;913;1807
22.09.2013;06438007;Mainhausen;6768;77,5;5069;2195;1438;479;216;205;536
22.09.2013;06438008;Mühlheim am Main;19021;74,5;13753;5419;3786;1640;625;717;1566
22.09.2013;06438009;Neu-Isenburg;23748;72,1;16680;6541;4353;2106;1108;985;1587
22.09.2013;06438010;Obertshausen;16785;72,7;11922;5377;2877;1183;648;554;1283
22.09.2013;06438011;Rodgau;31804;77,0;23885;10033;6548;2414;1014;1111;2765
22.09.2013;06438012;Rödermark;19041;78,4;14599;6548;3462;1808;837;570;1374
22.09.2013;06438013;Seligenstadt;15576;78,4;11875;5614;2780;1178;701;399;1203
22.09.2013;06439001;Aarbergen;4450;75,1;3242;1270;1082;316;138;133;303
22.09.2013;06439002;Bad Schwalbach;7865;73,5;5639;2205;1647;588;378;275;546
22.09.2013;06439003;Eltville am Rhein;12738;78,2;9693;4422;2389;1155;727;297;703
22.09.2013;06439004;Geisenheim;8840;74,6;6398;2679;1761;703;428;269;558
22.09.2013;06439005;Heidenrod;6088;79,3;4653;1904;1477;401;225;176;470
22.09.2013;06439006;Hohenstein, Untertaunus;4848;79,9;3762;1407;1339;353;186;139;338
22.09.2013;06439007;Hünstetten;8075;81,5;6454;2637;1895;697;367;226;632
22.09.2013;06439008;Idstein;17338;78,0;13269;5674;3628;1603;815;462;1087
22.09.2013;06439009;Kiedrich;3030;78,3;2318;946;778;256;129;52;157
22.09.2013;06439010;Lorch, Rheingau;2875;79,4;2195;1052;600;176;88;84;195
22.09.2013;06439011;Niedernhausen;10956;80,6;8698;3770;2150;1002;724;311;741
22.09.2013;06439012;Oestrich-Winkel;8850;77,9;6737;3070;1821;692;438;207;509
22.09.2013;06439013;Rüdesheim am Rhein;6719;70,7;4630;2223;1198;384;247;186;392
22.09.2013;06439014;Schlangenbad;4679;80,4;3691;1556;871;415;307;161;381
22.09.2013;06439015;Taunusstein;21733;76,2;16194;7057;4524;1609;994;586;1424
22.09.2013;06439016;Waldems;4172;81,7;3354;1333;980;413;180;131;317
22.09.2013;06439017;Walluf;4342;81,4;3460;1485;981;362;239;118;275
22.09.2013;06440001;Altenstadt, Hess;8859;73,1;6307;2354;1980;563;306;280;824
22.09.2013;06440002;Bad Nauheim;22369;71,8;15658;6818;3702;1705;1149;708;1576
22.09.2013;06440003;Bad Vilbel;22982;80,4;18043;7401;4362;2643;1301;757;1579
22.09.2013;06440004;Büdingen;16210;69,1;10838;4158;3118;929;517;496;1620
22.09.2013;06440005;Butzbach;18364;71,6;12783;4987;3965;1296;670;593;1272
22.09.2013;06440006;Echzell;4246;77,8;3192;1147;1122;336;140;123;324
22.09.2013;06440007;Florstadt;6977;74,0;4974;1663;1938;394;192;196;591
22.09.2013;06440008;Friedberg (Hessen);19593;72,6;13874;5375;3846;1678;751;712;1512
22.09.2013;06440009;Gedern;5837;67,8;3853;1632;1190;239;178;153;461
22.09.2013;06440010;Glauburg;2473;74,8;1786;597;600;165;63;85;276
22.09.2013;06440011;Hirzenhain;2218;70,5;1511;497;587;87;41;85;214
22.09.2013;06440012;Karben;16276;77,4;12316;5034;3698;1257;591;506;1230
22.09.2013;06440013;Kefenrod;2191;78,0;1655;722;502;96;71;75;189
22.09.2013;06440014;Limeshain;3958;72,7;2776;993;890;211;126;147;409
22.09.2013;06440015;Münzenberg;4488;79,4;3483;1449;1161;244;154;106;369
22.09.2013;06440016;Nidda;13537;70,4;9213;3583;3048;621;349;475;1137
22.09.2013;06440017;Niddatal;7109;78,0;5406;2162;1630;502;276;245;591
22.09.2013;06440018;Ober-Mörlen;4500;78,0;3432;1564;897;304;175;132;360
22.09.2013;06440019;Ortenberg, Hess;7166;68,5;4706;1825;1533;357;160;258;573
22.09.2013;06440020;Ranstadt;3954;74,1;2846;1049;996;238;102;139;322
22.09.2013;06440021;Reichelsheim (Wetterau);5263;75,5;3808;1496;1161;308;164;164;515
22.09.2013;06440022;Rockenberg;3398;79,1;2615;1327;622;220;98;93;255
22.09.2013;06440023;Rosbach v.d.Höhe;8996;78,0;6884;2767;1887;741;466;247;776
22.09.2013;06440024;Wölfersheim;7711;72,7;5444;1885;2054;391;231;199;684
22.09.2013;06440025;Wöllstadt;4704;80,2;3695;1653;1032;288;164;127;431
22.09.2013;06531001;Allendorf (Lumda);3335;79,4;2591;966;856;219;161;101;288
22.09.2013;06531002;Biebertal;8247;76,3;6121;2257;2185;578;275;245;581
22.09.2013;06531003;Buseck;10133;77,5;7609;2923;2517;642;337;353;837
22.09.2013;06531004;Fernwald;5155;77,9;3927;1525;1367;379;178;166;312
22.09.2013;06531005;Gießen;56377;69,0;38118;12384;11902;5507;1553;3195;3577
22.09.2013;06531006;Grünberg, Hess;10985;71,4;7627;3224;2150;626;435;336;856
22.09.2013;06531007;Heuchelheim;5758;78,7;4430;1742;1416;502;193;225;352
22.09.2013;06531008;Hungen;9960;71,4;6892;2682;2351;522;321;280;736
22.09.2013;06531009;Langgöns;8982;75,7;6644;2710;2038;630;366;282;618
22.09.2013;06531010;Laubach, Hess;7618;71,6;5268;1882;1676;439;285;318;668
22.09.2013;06531011;Lich;10336;75,6;7604;2804;2605;727;506;311;651
22.09.2013;06531012;Linden, Hessen;9291;75,7;6836;2851;2027;746;319;321;572
22.09.2013;06531013;Lollar;6781;70,4;4619;1662;1603;443;179;285;447
22.09.2013;06531014;Pohlheim;13379;74,8;9775;4201;3115;806;382;406;865
22.09.2013;06531015;Rabenau, Hess;4213;75,9;3087;1026;1071;181;125;130;554
22.09.2013;06531016;Reiskirchen;8328;71,5;5782;2452;1817;366;259;271;617
22.09.2013;06531017;Staufenberg, Hess;6379;74,7;4634;1695;1618;402;235;223;461
22.09.2013;06531018;Wettenberg;9824;78,4;7535;2803;2619;803;360;299;651
22.09.2013;06532001;Aßlar;9993;66,5;6417;2642;2113;477;267;303;615
22.09.2013;06532002;Bischoffen;2757;71,2;1907;888;555;108;67;86;203
22.09.2013;06532003;Braunfels;8736;71,2;6021;2438;1908;524;302;244;605
22.09.2013;06532004;Breitscheid, Hess;3787;70,1;2585;1426;697;89;73;59;241
22.09.2013;06532005;Dietzhölztal;4575;67,7;3023;1245;1041;173;110;124;330
22.09.2013;06532006;Dillenburg;17442;64,5;10967;5080;3322;664;432;438;1031
22.09.2013;06532007;Driedorf;3865;71,8;2705;1248;847;146;83;75;306
22.09.2013;06532008;Ehringshausen;7025;67,6;4607;2027;1520;260;167;188;445
22.09.2013;06532009;Eschenburg;7849;66,6;5090;2349;1578;237;166;160;600
22.09.2013;06532010;Greifenstein;5453;72,9;3870;1582;1388;237;156;165;342
22.09.2013;06532011;Haiger;14001;66,9;9152;4507;2586;420;304;347;988
22.09.2013;06532012;Herborn, Hess;15515;67,9;10247;4247;3397;854;394;420;935
22.09.2013;06532013;Hohenahr;3911;73,8;2801;1052;994;230;103;159;263
22.09.2013;06532014;Hüttenberg;8203;78,2;6249;2643;1861;553;286;268;638
22.09.2013;06532015;Lahnau;6537;75,3;4776;1746;1712;447;192;234;445
22.09.2013;06532016;Leun;4510;69,8;3063;1272;955;215;98;121;402
22.09.2013;06532017;Mittenaar;3882;77,8;2937;1154;1166;187;88;105;237
22.09.2013;06532018;Schöffengrund;5123;75,9;3762;1557;1218;288;138;177;384
22.09.2013;06532019;Siegbach;2253;68,1;1498;525;590;98;35;71;179
22.09.2013;06532020;Sinn;4913;69,8;3349;1412;1073;231;129;149;355
22.09.2013;06532021;Solms;10522;68,1;6966;2873;2296;510;297;308;682
22.09.2013;06532022;Waldsolms;3871;73,3;2755;1119;859;235;110;105;327
22.09.2013;06532023;Wetzlar;37569;66,3;24119;9440;7963;2105;1025;1321;2265
22.09.2013;06533001;Beselich;4086;71,2;2803;1328;796;161;146;114;258
22.09.2013;06533002;Brechen;5188;73,7;3725;1760;948;309;149;131;428
22.09.2013;06533003;Bad Camberg;10725;77,3;8093;3800;2071;738;373;337;774
22.09.2013;06533004;Dornburg, Westerw;6347;73,5;4545;2554;975;186;196;116;518
