GENESIS-Tabelle: 31111-02-02-5-B
Baugenehmigungen: Errichtung neuer Nichtwohngebäude;;;;
- Jahressumme - regionale Ebenen;;;;
Statistik der Baugenehmigungen;;;;
Nichtwohngebäude;;;;
2015;;;;
;;Nichtwohngebäude;Nutzfläche;Wohnungen
;;Anzahl;1000 qm;Anzahl
01058141;Schierensee;0;0,0;0
01058142;Schinkel;0;0,0;0
01058143;Schmalstede;0;0,0;0
01058144;Schönbek;2;0,5;0
01058145;Schönhorst;0;0,0;0
01058146;Schülldorf;1;0,3;0
01058147;Schülp b. Nortorf;0;0,0;0
01058148;Schülp b. Rendsburg;3;5,5;0
01058150;Schwedeneck;0;0,0;0
01058151;Seefeld;0;0,0;0
01058152;Sehestedt;0;0,0;0
01058153;Sören;0;0,0;0
01058154;Sophienhamm;0;0,0;0
01058155;Stafstedt;0;0,0;0
01058156;Steenfeld;0;0,0;0
01058157;Strande;0;0,0;0
01058158;Tackesdorf;1;0,2;0
01058159;Tappendorf;2;1,1;0
01058160;Techelsdorf;0;0,0;0
01058161;Thaden;0;0,0;0
01058162;Thumby;0;0,0;0
01058163;Timmaspe;1;0,8;0
01058164;Todenbüttel;0;0,0;0
01058165;Tüttendorf;1;0,2;0
01058166;Waabs;1;0,6;0
01058167;Wapelfeld;0;0,0;0
01058168;Warder;1;0,1;0
01058169;Wasbek;0;0,0;0
01058170;Wattenbek;0;0,0;0
01058171;Westensee;2;1,8;0
01058172;Westerrönfeld;0;0,0;0
01058173;Windeby;0;0,0;0
01058174;Winnemark;0;0,0;0
01058175;Ahlefeld-Bistensee;0;0,0;0
01059001;Alt Bennebek;0;0,0;0
01059002;Arnis;0;0,0;0
01059005;Bergenhusen;0;0,0;0
01059006;Böel;0;0,0;0
01059008;Böklund;1;1,1;5
01059009;Börm;0;0,0;0
01059010;Bollingstedt;0;0,0;0
01059011;Boren;-;-;-
01059012;Borgwedel;0;0,0;0
01059014;Brebel;1;0,1;0
01059016;Brodersby;1;0,3;0
01059018;Busdorf;2;0,5;0
01059019;Dannewerk;1;0,1;0
01059020;Dörpstedt;1;1,7;0
01059021;Dollrottfeld;0;0,0;0
01059022;Ekenis;-;-;-
01059023;Ellingstedt;2;0,6;0
01059024;Erfde;4;0,6;0
01059026;Fahrdorf;0;0,0;0
01059032;Geltorf;0;0,0;0
01059033;Goltoft;0;0,0;0
01059034;Grödersby;0;0,0;0
01059035;Groß Rheide;0;0,0;0
01059037;Havetoft;0;0,0;0
01059038;Havetoftloit;-;-;-
01059039;Hollingstedt;1;5,1;0
01059041;Hüsby;0;0,0;0
01059042;Idstedt;0;0,0;0
01059043;Jagel;0;0,0;0
01059044;Jübek;2;0,4;0
01059045;Kappeln;9;15,8;1
01059047;Kiesby;-;-;-
01059049;Klappholz;0;0,0;0
01059050;Klein Bennebek;0;0,0;0
01059051;Klein Rheide;1;0,7;0
01059053;Kropp;2;2,4;0
01059055;Loit;1;0,9;0
01059056;Lottorf;0;0,0;0
01059057;Lürschau;0;0,0;0
01059058;Meggerdorf;0;0,0;0
01059060;Mohrkirch;3;1,8;0
01059062;Neuberend;1;0,4;0
01059063;Norderbrarup;0;0,0;0
01059064;Norderstapel;0;0,0;0
01059065;Nottfeld;0;0,0;0
01059067;Oersberg;0;0,0;0
01059068;Rabenkirchen-Faulück;0;0,0;0
01059069;Rüde;-;-;-
01059070;Rügge;1;0,4;0
01059071;Satrup;-;-;-
01059072;Saustrup;0;0,0;0
01059073;Schaalby;0;0,0;0
01059074;Scheggerott;0;0,0;0
01059075;Schleswig;6;3,6;0
01059076;Schnarup-Thumby;0;0,0;0
01059077;Schuby;2;1,6;0
01059078;Selk;0;0,0;0
01059079;Silberstedt;3;2,3;0
01059080;Steinfeld;1;0,5;0
01059081;Stolk;1;0,2;0
01059082;Struxdorf;0;0,0;0
01059083;Süderbrarup;0;0,0;0
01059084;Süderfahrenstedt;0;0,0;0
01059085;Süderstapel;1;0,1;0
01059086;Taarstedt;1;1,7;0
01059087;Tetenhusen;1;0,1;0
01059088;Tielen;1;0,2;0
01059090;Tolk;0;0,0;0
01059092;Treia;0;0,0;0
01059093;Ülsby;0;0,0;0
01059094;Ulsnis;1;0,2;1
01059095;Wagersrott;1;0,4;0
01059096;Wohlde;0;0,0;0
01059097;Twedt;0;0,0;0
01059098;Nübel;2;0,7;0
01059101;Tastrup;0;0,0;0
01059102;Ahneby;0;0,0;0
01059103;Ausacker;0;0,0;0
01059105;Böxlund;0;0,0;0
01059106;Dollerup;1;0,4;0
01059107;Eggebek;0;0,0;0
01059109;Esgrus;1;0,3;0
01059112;Gelting;0;0,0;0
01059113;Glücksburg (Ostsee);3;6,5;27
01059115;Großenwiehe;3;0,8;0
01059116;Großsolt;0;0,0;0
01059118;Grundhof;0;0,0;0
01059120;Harrislee;5;1,5;0
01059121;Hasselberg;0;0,0;0
01059123;Hörup;1;1,1;0
01059124;Holt;1;2,4;0
01059126;Hürup;0;0,0;0
01059127;Husby;5;2,6;5
01059128;Janneby;0;0,0;0
01059129;Jardelund;0;0,0;0
01059131;Jerrishoe;0;0,0;0
01059132;Jörl;3;1,1;0
01059136;Kronsgaard;0;0,0;0
01059137;Langballig;0;0,0;0
01059138;Langstedt;1;0,8;0
01059141;Maasbüll;0;0,0;0
01059142;Maasholm;0;0,0;0
01059143;Medelby;0;0,0;0
01059144;Meyn;1;0,6;0
01059145;Munkbrarup;0;0,0;0
01059147;Nieby;0;0,0;0
01059148;Niesgrau;1;0,1;0
01059149;Nordhackstedt;0;0,0;0
01059151;Osterby;1;0,1;0
01059152;Pommerby;0;0,0;0
01059153;Quern;-;-;-
01059154;Rabel;0;0,0;0
01059155;Rabenholz;0;0,0;0
01059157;Ringsberg;1;0,2;0
01059158;Schafflund;1;0,1;0
01059159;Sieverstedt;4;2,1;0
01059161;Sörup;2;0,9;0
01059162;Sollerup;0;0,0;0
01059163;Stangheck;0;0,0;0
01059164;Steinberg;0;0,0;0
01059165;Steinbergkirche;-;-;-
01059167;Sterup;3;0,6;0
01059168;Stoltebüll;0;0,0;0
01059169;Süderhackstedt;1;0,4;0
01059171;Tarp;7;4,6;0
01059173;Wallsbüll;1;0,4;0
01059174;Wanderup;1;0,2;0
01059176;Wees;1;0,5;0
01059177;Weesby;1;0,5;0
01059178;Westerholz;0;0,0;0
01059179;Lindewitt;0;0,0;0
01059182;Freienwill;1;0,3;0
01059183;Handewitt;11;17,0;0
01059184;Oeversee;2;0,3;0
01059185;Mittelangeln;1;0,3;0
01059186;Steinbergkirche;3;1,0;0
01059187;Boren;2;0,9;0
01060002;Alveslohe;3;2,6;2
01060003;Armstedt;1;0,3;0
01060004;Bad Bramstedt;8;4,1;1
01060005;Bad Segeberg;7;4,0;0
01060006;Bahrenhof;0;0,0;0
01060007;Bark;1;0,1;0
01060008;Bebensee;0;0,0;0
01060009;Bimöhlen;1;1,1;0
01060010;Blunk;0;0,0;0
01060011;Boostedt;1;0,1;0
01060012;Bornhöved;1;0,2;0
01060013;Borstel;0;0,0;0
01060014;Buchholz b. Wahlstedt;0;0,0;0
01060015;Bühnsdorf;0;0,0;0
01060016;Daldorf;2;0,3;0
01060017;Damsdorf;0;0,0;0
01060018;Dreggers;0;0,0;0
01060019;Ellerau;1;0,1;0
01060020;Fahrenkrug;3;2,6;0
01060021;Föhrden-Barl;0;0,0;0
01060022;Fredesdorf;1;0,1;0
01060023;Fuhlendorf;4;3,5;0
01060024;Geschendorf;0;0,0;0
01060025;Glasau;1;0,9;0
01060026;Gönnebek;0;0,0;0
01060027;Großenaspe;3;1,5;0
01060028;Groß Kummerfeld;0;0,0;0
01060029;Groß Niendorf;0;0,0;0
01060030;Groß Rönnau;0;0,0;0
01060031;Hagen;0;0,0;0
01060033;Hardebek;0;0,0;0
01060034;Hartenholm;0;0,0;0
01060035;Hasenkrug;0;0,0;0
01060036;Hasenmoor;1;0,4;0
01060037;Heidmoor;0;0,0;0
01060038;Heidmühlen;0;0,0;0
01060039;Henstedt-Ulzburg;8;12,0;1
01060040;Hitzhusen;0;0,0;0
01060041;Högersdorf;0;0,0;0
01060042;Hüttblek;0;0,0;0
01060043;Itzstedt;1;0,3;0
01060044;Kaltenkirchen;22;23,4;21
01060045;Kattendorf;0;0,0;0
01060046;Kayhude;0;0,0;0
01060047;Kisdorf;3;5,4;0
01060048;Klein Gladebrügge;0;0,0;0
01060049;Klein Rönnau;1;0,8;0
01060050;Krems II;0;0,0;0
01060051;Kükels;1;0,9;0
01060052;Latendorf;0;0,0;0
01060053;Leezen;0;0,0;0
01060054;Lentföhrden;0;0,0;0
01060056;Mönkloh;1;0,1;0
01060057;Mözen;0;0,0;0
01060058;Nahe;3;2,2;0
01060059;Negernbötel;0;0,0;0
01060060;Nehms;1;1,1;0
01060061;Neuengörs;0;0,0;0
01060062;Neversdorf;1;0,1;0
01060063;Norderstedt;18;38,1;7
01060064;Nützen;1;0,9;0
01060065;Oering;0;0,0;0
01060066;Oersdorf;0;0,0;0
01060067;Pronstorf;2;1,2;0
01060068;Rickling;1;2,8;0
01060069;Rohlstorf;1;0,3;0
01060070;Schackendorf;0;0,0;0
01060071;Schieren;0;0,0;0
01060072;Schmalensee;0;0,0;0
01060073;Schmalfeld;3;1,9;0
01060074;Schwissel;0;0,0;0
01060075;Seedorf;4;1,8;0
01060076;Seth;2;0,5;0
01060077;Sievershütten;0;0,0;0
01060079;Stipsdorf;1;0,1;0
01060080;Stocksee;0;0,0;0
01060081;Strukdorf;0;0,0;0
01060082;Struvenhütten;1;0,2;0
01060084;Stuvenborn;1;2,1;0
01060085;Sülfeld;2;2,6;0
01060086;Tarbek;0;0,0;0
01060087;Tensfeld;0;0,0;0
01060088;Todesfelde;0;0,0;0
01060089;Trappenkamp;1;1,1;0
01060090;Travenhorst;0;0,0;0
01060091;Traventhal;0;0,0;0
01060092;Wahlstedt;4;2,5;0
01060093;Wakendorf I;0;0,0;0
01060094;Wakendorf II;0;0,0;0
01060095;Weddelbrook;0;0,0;0
01060096;Weede;0;0,0;0
01060097;Wensin;0;0,0;0
01060098;Westerrade;0;0,0;0
01060099;Wiemersdorf;1;0,4;0
01060100;Winsen;0;0,0;0
01060101;Wittenborn;0;0,0;0
01061001;Aasbüttel;1;0,1;0
01061002;Aebtissinwisch;0;0,0;0
01061003;Agethorst;1;0,1;0
01061004;Altenmoor;0;0,0;0
01061005;Auufer;0;0,0;0
01061006;Bahrenfleth;0;0,0;0
01061007;Beidenfleth;0;0,0;0
01061008;Bekdorf;0;0,0;0
01061010;Bekmünde;0;0,0;0
01061011;Besdorf;0;0,0;0
01061012;Blomesche Wildnis;0;0,0;0
01061013;Bokelrehm;0;0,0;0
01061014;Bokhorst;2;2,1;0
01061015;Borsfleth;0;0,0;0
01061016;Breitenberg;1;0,1;0
01061017;Breitenburg;1;0,2;0
01061018;Brokdorf;0;0,0;0
01061019;Brokstedt;0;0,0;0
01061020;Büttel;0;0,0;0
01061021;Christinenthal;0;0,0;0
01061022;Dägeling;3;7,7;0
01061023;Dammfleth;0;0,0;0
01061024;Drage;0;0,0;0
01061025;Ecklak;0;0,0;0
01061026;Elskop;0;0,0;0
01061027;Engelbrechtsche Wildnis;0;0,0;0
01061028;Fitzbek;0;0,0;0
01061029;Glückstadt;7;3,6;0
01061030;Grevenkop;0;0,0;0
01061031;Gribbohm;0;0,0;0
01061033;Hadenfeld;0;0,0;0
01061034;Heiligenstedten;1;0,1;0
01061035;Heiligenstedtenerkamp;0;0,0;0
01061036;Hennstedt;0;0,0;0
01061037;Herzhorn;1;1,4;0
01061038;Hingstheide;0;0,0;0
01061039;Hodorf;0;0,0;0
01061040;Hohenaspe;4;2,6;0
01061041;Hohenfelde;0;0,0;0
01061042;Hohenlockstedt;1;0,2;0
01061043;Holstenniendorf;2;1,1;0
01061044;Horst (Holstein);4;5,8;1
01061045;Huje;0;0,0;0
01061046;Itzehoe;13;22,6;1
01061047;Kaaks;2;5,9;0
01061048;Kaisborstel;0;0,0;0
01061049;Kellinghusen;0;0,0;0
01061050;Kiebitzreihe;2;0,1;0
01061052;Kleve, b. Itzehoe;0;0,0;0
01061053;Kollmoor;0;0,0;0
01061054;Krempdorf;1;0,4;0
01061055;Krempe;0;0,0;0
01061056;Kremperheide;0;0,0;0
01061057;Krempermoor;0;0,0;0
01061058;Kronsmoor;2;0,8;0
01061059;Krummendiek;0;0,0;0
01061060;Kudensee;0;0,0;0
01061061;Lägerdorf;1;0,1;0
01061062;Landrecht;1;0,0;0
01061063;Landscheide;2;5,1;0
01061064;Lockstedt;0;0,0;0
01061065;Lohbarbek;0;0,0;0
01061066;Looft;0;0,0;0
01061067;Mehlbek;0;0,0;0
01061068;Moordiek;1;1,8;0
01061070;Moorhusen;0;0,0;0
01061071;Mühlenbarbek;0;0,0;0
01061072;Münsterdorf;1;4,3;0
01061073;Neuenbrook;2;0,5;0
01061074;Neuendorf b. Elmshorn;1;0,2;0
01061076;Nienbüttel;1;1,1;0
01061077;Nortorf;0;0,0;0
01061078;Nutteln;0;0,0;0
01061079;Oelixdorf;0;0,0;0
01061080;Oeschebüttel;0;0,0;0
01061081;Oldenborstel;0;0,0;0
01061082;Oldendorf;0;0,0;0
01061083;Ottenbüttel;1;0,4;0
01061084;Peissen;0;0,0;0
01061085;Pöschendorf;2;0,7;0
01061086;Poyenberg;1;0,1;0
01061087;Puls;0;0,0;0
01061088;Quarnstedt;0;0,0;0
01061089;Rade;1;0,1;0
01061091;Reher;0;0,0;0
01061092;Rethwisch;0;0,0;0
01061093;Rosdorf;0;0,0;0
01061095;Sankt Margarethen;0;0,0;0
01061096;Sarlhusen;0;0,0;0
01061097;Schenefeld;4;2,2;0
01061098;Schlotfeld;0;0,0;0
01061099;Siezbüttel;-;-;-
01061100;Silzen;0;0,0;0
01061101;Sommerland;0;0,0;0
01061102;Stördorf;0;0,0;0
01061103;Störkathen;0;0,0;0
01061104;Süderau;0;0,0;0
01061105;Vaale;2;2,6;0
01061106;Vaalermoor;0;0,0;0
01061107;Wacken;1;1,5;0
01061108;Warringholz;2;1,3;0
01061109;Westermoor;1;1,0;0
01061110;Wewelsfleth;0;0,0;0
01061111;Wiedenborstel;0;0,0;0
01061112;Willenscharen;2;0,1;0
01061113;Wilster;2;1,8;0
01061114;Winseldorf;0;0,0;0
01061115;Wittenbergen;0;0,0;0
01061116;Wrist;1;0,8;0
01061117;Wulfsmoor;0;0,0;0
01061118;Kollmar;0;0,0;0
01061119;Neuendorf-Sachsenbande;0;0,0;0
01062001;Ahrensburg;9;8,9;0
01062003;Badendorf;0;0,0;0
01062004;Bad Oldesloe;10;10,4;1
01062005;Bargfeld-Stegen;3;3,1;0
01062006;Bargteheide;1;0,2;0
01062008;Barnitz;0;0,0;0
01062009;Barsbüttel;1;0,2;0
01062011;Braak;3;12,5;0
01062014;Delingsdorf;1;0,1;0
01062016;Elmenhorst;3;1,4;2
01062018;Glinde;6;37,3;1
01062019;Grabau;0;0,0;0
01062020;Grande;1;0,5;1
01062021;Grönwohld;0;0,0;0
01062022;Großensee;1;0,3;0
01062023;Großhansdorf;0;0,0;0
01062025;Hamberge;0;0,0;0
01062026;Hamfelde;0;0,0;0
01062027;Hammoor;3;1,2;0
01062031;Heidekamp;0;0,0;0
01062032;Heilshoop;0;0,0;0
01062033;Hohenfelde;0;0,0;0
01062035;Hoisdorf;1;0,4;0
01062036;Jersbek;0;0,0;0
01062039;Klein Wesenberg;0;0,0;0
01062040;Köthel;0;0,0;0
01062045;Lütjensee;1;0,0;0
01062046;Meddewade;0;0,0;0
01062048;Mönkhagen;1;0,1;0
01062050;Neritz;0;0,0;0
01062051;Nienwohld;0;0,0;0
01062053;Oststeinbek;0;0,0;0
01062056;Pölitz;0;0,0;0
01062058;Rausdorf;0;0,0;0
01062059;Rehhorst;0;0,0;0
01062060;Reinbek;9;8,3;0
01062061;Reinfeld (Holstein);6;5,6;1
01062062;Rethwisch;3;2,4;0
01062065;Rümpel;0;0,0;0
01062069;Siek;1;0,1;0
01062071;Stapelfeld;0;0,0;0
01062076;Tangstedt;1;0,4;0
01062078;Todendorf;0;0,0;0
01062081;Tremsbüttel;1;1,2;0
01062082;Trittau;6;6,2;0
01062083;Westerau;0;0,0;0
01062086;Witzhave;1;1,6;0
01062087;Zarpen;1;0,1;0
01062088;Brunsbek;0;0,0;0
01062089;Lasbek;2;0,5;0
01062090;Ammersbek;0;0,0;0
01062091;Steinburg;1;0,1;0
01062092;Travenbrück;1;0,1;0
01062093;Feldhorst;0;0,0;0
01062094;Wesenberg;1;1,4;0
02000000;Hamburg;150;347,4;10
03101000;Braunschweig, krsfr. Stadt;18;39,9;7
03102000;Salzgitter, krsfr. Stadt;21;14,8;-
03103000;Wolfsburg, krsfr. Stadt;56;277,6;-
03151009;Gifhorn;14;12,4;5
03151025;Sassenburg;-;-;-
03151040;Wittingen;9;6,2;4
03151401;Boldecker Land, Samtgemeinde;10;20,7;-
03151401002;Barwedel;-;-;-
03151401004;Bokensdorf;1;0,1;-
03151401014;Jembke;1;0,2;-
03151401020;Osloß;1;3,8;-
03151401030;Tappenbeck;4;11,8;-
03151401039;Weyhausen;3;4,9;-
03151402;Brome, Samtgemeinde;7;3,8;-
03151402003;Bergfeld;-;-;-
03151402005;Brome;1;0,1;-
03151402008;Ehra-Lessien;1;0,1;-
03151402021;Parsau;1;0,1;-
03151402024;Rühen;1;1,2;-
03151402031;Tiddische;-;-;-
03151402032;Tülau;3;2,3;-
03151403;Hankensbüttel, Samtgemeinde;4;6,7;-
03151403007;Dedelstorf;-;-;-
03151403011;Hankensbüttel;3;6,7;-
03151403019;Obernholz;1;-;-
03151403028;Sprakensehl;-;-;-
03151403029;Steinhorst, Niedersachs;-;-;-
03151404;Isenbüttel, Samtgemeinde;5;3,9;-
03151404006;Calberlah;-;-;-
03151404013;Isenbüttel;2;2,4;-
03151404022;Ribbesbüttel;2;0,9;-
03151404037;Wasbüttel;1;0,5;-
03151405;Meinersen, Samtgemeinde;8;5,3;-
03151405012;Hillerse;2;1,2;-
03151405015;Leiferde;3;3,1;-
03151405017;Meinersen;2;0,9;-
03151405018;Müden (Aller);1;0,1;-
03151406;Papenteich, Samtgemeinde;10;8,3;2
03151406001;Adenbüttel;1;0,6;-
03151406016;Meine;2;0,8;-
03151406023;Rötgesbüttel;1;0,6;-
03151406027;Schwülper;6;6,4;2
03151406034;Vordorf;-;-;-
03151406041;Didderse;-;-;-
03151407;Wesendorf, Samtgemeinde;4;1,8;-
03151407010;Groß Oesingen;2;1,2;-
03151407026;Schönewörde;-;-;-
03151407033;Ummern;1;0,3;-
03151407035;Wagenhoff;-;-;-
03151407036;Wahrenholz;-;-;-
03151407038;Wesendorf, Niedersachs;1;0,3;-
03151501;Giebel, gem.fr. Geb.;-;-;-
03152001;Adelebsen;-;-;-
03152004;Bovenden;-;-;-
03152007;Duderstadt;8;3,0;1
03152009;Friedland, Kr Göttingen;2;0,3;-
03152011;Gleichen;1;2,1;-
03152012;Göttingen;10;14,9;-
03152016;Hann. Münden;2;0,2;-
03152021;Rosdorf, Kr Göttingen;2;0,7;-
03152026;Staufenberg, Niedersachs;-;-;-
03152401;Dransfeld, Samtgemeinde;3;0,9;-
03152401005;Bühren;-;-;-
03152401006;Dransfeld;1;0,4;-
03152401013;Jühnde;-;-;-
03152401017;Niemetal;1;0,1;-
03152401023;Scheden;1;0,4;-
03152402;Gieboldehausen, Samtgemeinde;3;1,5;-
03152402002;Bilshausen;-;-;-
03152402003;Bodensee;-;-;-
03152402010;Gieboldehausen;1;0,3;-
03152402014;Krebeck;-;-;-
03152402018;Obernfeld;2;1,2;-
03152402019;Rhumspringe;-;-;-
03152402020;Rollshausen;-;-;-
03152402022;Rüdershausen;-;-;-
03152402028;Wollbrandshausen;-;-;-
03152402029;Wollershausen;-;-;-
03152403;Radolfshausen, Samtgemeinde;-;-;-
03152403008;Ebergötzen;-;-;-
03152403015;Landolfshausen;-;-;-
03152403024;Seeburg, Niedersachs;-;-;-
03152403025;Seulingen;-;-;-
03152403027;Waake;-;-;-
03153002;Bad Harzburg;-;-;-
03153003;Braunlage, Stadt;-;-;-
03153005;Goslar, Stadt;-;-;-
03153007;Langelsheim;2;0,3;-
03153008;Liebenburg;-;-;-
03153010;Sankt Andreasberg, Bergstadt;-;-;-
03153012;Seesen;4;2,3;-
03153013;Vienenburg, Stadt;-;-;-
03153016;Braunlage, Stadt;-;-;-
03153017;Goslar, Stadt;7;6,4;-
03153018;Clausthal-Zellerfeld, Berg- und Universitätsstadt;2;2,4;-
03153401;Lutter am Barenberge, Samtgemeinde;-;-;-
03153401006;Hahausen;-;-;-
03153401009;Lutter am Barenberge;-;-;-
03153401014;Wallmoden;-;-;-
03153402;Samtgemeinde Oberharz;-;-;-
03153402001;Altenau, Bergstadt;-;-;-
03153402004;Clausthal-Zellerfeld, Bergstadt;-;-;-
03153402011;Schulenberg im Oberharz;-;-;-
03153402015;Wildemann, Bergstadt;-;-;-
03153504;Harz (Landkreis Goslar), gem.fr. Geb.;-;-;-
03154003;Büddenstedt;-;-;-
03154010;Helmstedt;1;1,0;-
03154013;Königslutter am Elm;4;1,8;-
03154014;Lehre;4;1,1;-
03154019;Schöningen;-;-;-
03154401;Grasleben, Samtgemeinde;2;2,1;-
03154401008;Grasleben;2;2,1;-
03154401015;Mariental b Helmstedt;-;-;-
03154401016;Querenhorst;-;-;-
03154401018;Rennau;-;-;-
03154402;Heeseberg, Samtgemeinde;-;-;-
03154402002;Beierstedt;-;-;-
03154402006;Gevensleben;-;-;-
03154402011;Ingeleben;-;-;-
03154402012;Jerxheim;-;-;-
03154402020;Söllingen;-;-;-
03154402023;Twieflingen;-;-;-
03154402027;Söllingen;-;-;-
03154403;Nord-Elm, Samtgemeinde;4;3,5;-
03154403005;Frellstedt;2;2,4;-
03154403017;Räbke;-;-;-
03154403021;Süpplingen;1;1,1;-
03154403022;Süpplingenburg;1;0,1;-
03154403025;Warberg;-;-;-
03154403026;Wolsdorf;-;-;-
03154404;Velpke, Samtgemeinde;4;3,5;-
03154404001;Bahrdorf;2;1,3;-
03154404004;Danndorf;-;-;-
03154404007;Grafhorst;-;-;-
03154404009;Groß Twülpstedt;1;0,7;-
03154404024;Velpke;1;1,5;-
03154501;Brunsleberfeld, gem.fr. Geb.;-;-;-
03154502;Helmstedt, gem.fr. Geb.;-;-;-
03154503;Königslutter, gem.fr. Geb.;-;-;-
03154504;Mariental, gem.fr. Geb.;-;-;-
03154506;Schöningen, gem.fr. Geb.;-;-;-
03155001;Bad Gandersheim;3;0,8;-
03155002;Bodenfelde;1;0,6;-
03155003;Dassel;3;0,5;-
03155004;Einbeck;-;-;-
03155005;Hardegsen;5;4,0;-
03155006;Kalefeld;4;3,1;-
03155007;Katlenburg-Lindau;1;0,2;-
03155008;Kreiensen;-;-;-
03155009;Moringen;5;5,6;-
03155010;Nörten-Hardenberg;4;16,8;-
03155011;Northeim;13;12,4;-
03155012;Uslar;-;-;-
03155013;Einbeck, Stadt;16;8,4;-
03155501;Solling (Lkr.Northeim);-;-;-
03156002;Bad Lauterberg im Harz;1;0,2;-
03156003;Bad Sachsa;1;0,1;-
03156009;Herzberg am Harz;4;4,8;-
03156011;Osterode am Harz;4;1,6;-
03156017;Bad Grund (Harz);3;5,3;-
03156401;Bad Grund (Harz), Samtgemeinde;-;-;-
03156401001;Bad Grund (Harz);-;-;-
03156401004;Badenhausen;-;-;-
03156401005;Eisdorf;-;-;-
03156401007;Gittelde;-;-;-
03156401014;Windhausen;-;-;-
03156402;Hattorf am Harz, Samtgemeinde;-;-;-
03156402006;Elbingerode;-;-;-
03156402008;Hattorf am Harz;-;-;-
03156402010;Hörden;-;-;-
03156402015;Wulften;-;-;-
03156403;Walkenried, Samtgemeinde;-;-;-
03156403012;Walkenried;-;-;-
03156403013;Wieda;-;-;-
03156403016;Zorge;-;-;-
03156501;Harz (Landkreis Osterode), gem.fr. Geb.;-;-;-
03157001;Edemissen;3;2,1;-
03157002;Hohenhameln;4;1,8;-
03157003;Ilsede;-;-;-
03157004;Lahstedt;-;-;-
03157005;Lengede;3;1,6;-
03157006;Peine;8;5,8;2
03157007;Vechelde;3;1,5;-
03157008;Wendeburg;1;0,2;-
03157009;Ilsede;2;0,3;-
03158006;Cremlingen;1;2,0;-
03158037;Wolfenbüttel;2;0,6;-
03158039;Schladen-Werla;-;-;-
03158401;Samtgemeinde Asse;-;-;-
03158401008;Denkte;-;-;-
03158401017;Hedeper;-;-;-
03158401021;Kissenbrück;-;-;-
03158401024;Remlingen;-;-;-
03158401025;Roklum;-;-;-
03158401029;Semmenstedt;-;-;-
03158401036;Wittmar;-;-;-
03158402;Baddeckenstedt, Samtgemeinde;4;2,2;2
03158402002;Baddeckenstedt;2;0,6;2
03158402004;Burgdorf b Salzgitter;2;1,6;-
03158402011;Elbe;-;-;-
03158402016;Haverlah;-;-;-
03158402018;Heere;-;-;-
03158402028;Sehlde;-;-;-
03158403;Oderwald, Samtgemeinde;-;-;-
03158403001;Achim;-;-;-
03158403003;Börßum;-;-;-
03158403005;Cramme;-;-;-
03158403010;Dorstadt;-;-;-
03158403014;Flöthe;-;-;-
03158403019;Heiningen b Wolfenbüttel;-;-;-
03158403023;Ohrum;-;-;-
03158403038;Börßum;-;-;-
03158404;Schladen, Samtgemeinde;-;-;-
03158404015;Gielde;-;-;-
03158404020;Hornburg, Kr Wolfenbüttel;-;-;-
03158404026;Schladen;-;-;-
03158404034;Werlaburgdorf;-;-;-
03158405;Samtgemeinde Schöppenstedt;-;-;-
03158405007;Dahlum;-;-;-
03158405022;Kneitlingen;-;-;-
03158405027;Schöppenstedt, Stadt;-;-;-
03158405031;Uehrde;-;-;-
03158405032;Vahlberg;-;-;-
03158405035;Winnigstedt;-;-;-
03158406;Sickte, Samtgemeinde;-;-;-
03158406009;Dettum;-;-;-
03158406012;Erkerode;-;-;-
03158406013;Evessen;-;-;-
03158406030;Sickte;-;-;-
03158406033;Veltheim (Ohe);-;-;-
03158407;Samtgemeinde Elm-Asse;3;2,3;-
03158407007;Dahlum;-;-;-
03158407008;Denkte;-;-;-
03158407017;Hedeper;-;-;-
03158407021;Kissenbrück;1;0,2;-
03158407022;Kneitlingen;-;-;-
03158407024;Remlingen;-;-;-
03158407025;Roklum;-;-;-
03158407027;Schöppenstedt, Stadt;-;-;-
03158407029;Semmenstedt;-;-;-
03158407031;Uehrde;2;2,1;-
03158407032;Vahlberg;-;-;-
03158407035;Winnigstedt;-;-;-
03158407036;Wittmar;-;-;-
03158407040;Remlingen-Semmenstedt;-;-;-
03158501;Am Großen Rhode, gem.fr. Geb.;-;-;-
03158502;Barnstorf-Warle, gem.fr. Geb.;-;-;-
03158503;Voigtsdahlum, gem.fr. Geb.;-;-;-
03159001;Adelebsen, Flecken;-;-;-
03159002;Bad Grund (Harz);-;-;-
03159003;Bad Lauterberg im Harz, Stadt;-;-;-
03159004;Bad Sachsa, Stadt;-;-;-
03159007;Bovenden, Flecken;-;-;-
03159010;Duderstadt, Stadt;-;-;-
03159013;Friedland;-;-;-
03159015;Gleichen;-;-;-
03159016;Göttingen, Stadt;-;-;-
03159017;Hann. Münden, Stadt;-;-;-
03159019;Herzberg am Harz, Stadt;-;-;-
03159026;Osterode am Harz, Stadt;-;-;-
03159029;Rosdorf;-;-;-
03159034;Staufenberg;-;-;-
03159036;Walkenried;-;-;-
03159401;Dransfeld, Samtgemeinde;-;-;-
03159401008;Bühren;-;-;-
03159401009;Dransfeld, Stadt;-;-;-
03159401021;Jühnde;-;-;-
03159401024;Niemetal;-;-;-
03159401031;Scheden;-;-;-
03159402;Gieboldehausen, Samtgemeinde;-;-;-
03159402005;Bilshausen;-;-;-
03159402006;Bodensee;-;-;-
