GENESIS-Tabelle: 14346-01-02-5
Landtagswahlen: Thüringen - Wahlberechtigte und;;;;;;;;;;;
-beteiligung, Gültige Stimmen nach Parteien;;;;;;;;;;;
- Wahl-/Stichtag - regionale Tiefe: Gemeinde;;;;;;;;;;;
Landtagswahlen: Thüringen;;;;;;;;;;;
;;;Wahlberechtigte;Wahlbeteiligung;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen
;;;;;;Parteien;Parteien;Parteien;Parteien;Parteien;Parteien
;;;;;;CDU/CSU;SPD;GRÜNE;FDP;DIE LINKE;Sonstige Parteien
;;;Anzahl;Prozent;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
14.09.2014;16064014;Dünwald;1880;59,2;1095;485;116;48;35;187;224
14.09.2014;16064017;Flarchheim;367;46,3;167;62;29;6;8;28;34
14.09.2014;16064018;Großengottern;1813;45,7;816;283;106;42;41;165;179
14.09.2014;16064019;Großvargula;641;41,3;260;96;34;16;5;65;44
14.09.2014;16064021;Haussömmern;195;47,2;88;24;9;3;0;31;21
14.09.2014;16064022;Herbsleben;2471;42,3;1023;379;82;33;20;256;253
14.09.2014;16064023;Heroldishausen;175;69,7;121;52;25;6;1;24;13
14.09.2014;16064024;Heyerode;-;-;-;-;-;-;-;-;-
14.09.2014;16064025;Hildebrandshausen;-;-;-;-;-;-;-;-;-
14.09.2014;16064027;Hornsömmern;130;54,6;69;23;8;2;3;21;12
14.09.2014;16064029;Issersheilingen;109;59,6;65;27;8;0;0;15;15
14.09.2014;16064032;Kammerforst;699;40,6;283;87;52;10;3;62;69
14.09.2014;16064033;Kirchheilingen;674;50,3;336;117;42;15;9;85;68
14.09.2014;16064035;Kleinwelsbach;110;56,4;60;13;7;2;3;23;12
14.09.2014;16064036;Klettstedt;187;62,0;113;32;15;6;3;31;26
14.09.2014;16064037;Körner;1461;45,6;655;224;84;24;11;136;176
14.09.2014;16064038;Kutzleben;541;37,3;199;81;16;5;0;58;39
14.09.2014;16064039;Langula;-;-;-;-;-;-;-;-;-
14.09.2014;16064042;Lengenfeld unterm Stein;-;-;-;-;-;-;-;-;-
14.09.2014;16064043;Marolterode;303;58,1;170;50;29;5;1;52;33
14.09.2014;16064045;Mittelsömmern;191;50,8;97;30;8;3;2;42;12
14.09.2014;16064046;Mühlhausen/Thüringen, Stadt;28064;44,6;12335;3196;2147;700;318;3812;2162
14.09.2014;16064047;Mülverstedt;581;48,5;281;97;41;13;10;74;46
14.09.2014;16064048;Neunheilingen;398;51,8;204;87;26;6;5;48;32
14.09.2014;16064049;Niederdorla;-;-;-;-;-;-;-;-;-
14.09.2014;16064051;Oberdorla;-;-;-;-;-;-;-;-;-
14.09.2014;16064052;Obermehler;738;36,7;261;88;24;5;8;70;66
14.09.2014;16064053;Oppershausen;255;63,5;157;68;17;2;7;35;28
14.09.2014;16064055;Rodeberg;1706;53,8;909;515;74;42;14;68;196
14.09.2014;16064057;Schlotheim, Stadt;3183;39,2;1218;333;186;41;19;351;288
14.09.2014;16064058;Schönstedt;1141;45,0;505;160;75;19;15;148;88
14.09.2014;16064061;Sundhausen;322;51,2;164;41;28;5;4;53;33
14.09.2014;16064062;Tottleben;124;63,7;79;30;7;2;0;17;23
14.09.2014;16064064;Urleben;353;51,0;179;55;18;4;1;61;40
14.09.2014;16064065;Weberstedt;479;43,2;203;74;29;15;8;48;29
14.09.2014;16064066;Weinbergen;2606;51,8;1327;429;208;52;31;350;257
14.09.2014;16064069;Katharinenberg;-;-;-;-;-;-;-;-;-
14.09.2014;16064071;Unstruttal;2786;57,7;1583;414;299;87;48;377;358
14.09.2014;16064072;Menteroda;1785;56,8;998;279;214;39;23;259;184
14.09.2014;16064073;Anrode;2693;56,6;1510;841;121;44;36;204;264
14.09.2014;16064075;Vogtei;3762;48,0;1768;550;310;78;60;442;328
14.09.2014;16065001;Abtsbessingen;393;52,9;204;77;33;4;4;53;33
14.09.2014;16065002;Artern/Unstrut, Stadt;4775;33,8;1594;431;256;46;38;558;265
14.09.2014;16065003;Bad Frankenhausen/Kyffhäuser, Stadt;7352;42,4;3061;828;511;84;53;1039;546
14.09.2014;16065004;Badra;-;-;-;-;-;-;-;-;-
14.09.2014;16065005;Bellstedt;147;59,2;87;33;8;1;0;18;27
14.09.2014;16065006;Bendeleben;-;-;-;-;-;-;-;-;-
14.09.2014;16065008;Borxleben;258;41,1;105;32;18;1;1;37;16
14.09.2014;16065011;Bretleben;482;37,8;177;70;21;4;2;56;24
14.09.2014;16065012;Clingen, Stadt;891;43,2;377;121;54;14;6;112;70
14.09.2014;16065013;Donndorf;692;44,5;299;119;33;10;17;71;49
14.09.2014;16065014;Ebeleben, Stadt;2283;43,5;973;279;153;25;35;247;234
14.09.2014;16065016;Etzleben;243;63,4;147;50;17;4;3;38;35
14.09.2014;16065018;Freienbessingen;194;49,0;94;30;16;3;4;22;19
14.09.2014;16065019;Gehofen;580;50,0;287;103;45;5;2;96;36
14.09.2014;16065021;Göllingen;-;-;-;-;-;-;-;-;-
14.09.2014;16065022;Gorsleben;454;50,4;222;40;29;5;6;86;56
14.09.2014;16065023;Greußen, Stadt;3082;36,2;1094;313;196;42;20;320;203
14.09.2014;16065027;Günserode;-;-;-;-;-;-;-;-;-
14.09.2014;16065029;Hachelbich;-;-;-;-;-;-;-;-;-
14.09.2014;16065031;Hauteroda;431;50,6;214;75;36;26;2;55;20
14.09.2014;16065032;Helbedündorf;2055;50,5;1015;357;164;25;19;264;186
14.09.2014;16065033;Heldrungen, Stadt;1888;35,3;648;188;81;12;8;225;134
14.09.2014;16065034;Hemleben;191;56,5;106;40;15;7;0;28;16
14.09.2014;16065035;Heygendorf;492;43,7;210;83;41;2;8;47;29
14.09.2014;16065038;Holzsußra;241;60,2;145;39;36;3;2;42;23
14.09.2014;16065039;Ichstedt;534;42,9;225;81;36;2;1;60;45
14.09.2014;16065042;Kalbsrieth;575;57,6;327;76;147;5;4;57;38
14.09.2014;16065046;Mönchpfiffel-Nikolausrieth;297;45,1;132;49;33;1;1;34;14
14.09.2014;16065047;Nausitz;149;51,0;70;15;14;2;0;22;17
14.09.2014;16065048;Niederbösa;113;60,2;68;16;4;2;12;13;21
14.09.2014;16065051;Oberbösa;326;50,3;161;58;20;7;4;36;36
14.09.2014;16065052;Oberheldrungen;702;43,6;301;109;38;10;9;86;49
14.09.2014;16065054;Oldisleben;1841;42,5;770;257;108;21;15;227;142
14.09.2014;16065056;Reinsdorf;644;43,2;272;88;47;10;2;69;56
14.09.2014;16065057;Ringleben;740;42,7;310;97;56;5;2;84;66
14.09.2014;16065058;Rockstedt;197;65,0;123;45;19;2;4;27;26
