GENESIS-Tabelle: 71517-01-03-5-B
Bruttoeinnahmen der Gemeinden - Jahressumme -;;;;;;;;;;
regionale Ebenen;;;;;;;;;;
Vierteljährliche Kassenergebnisse, Sektor Kommunen;;;;;;;;;;
2014;;;;;;;;;;
;;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden
;;;Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden)
;;;Einnahmen des Verwaltungshaushalts, insgesamt;Steuern und steuerähnliche Einnahmen;allgem. Zuweisung,Umlagen v.Bund,Land,Gemeinden/GV;Gebühren und zweckgebundene Abgaben;Einnahmen des Vermögenshaushalts, insgesamt;Beiträge und ähnliche Entgelte;Zuweisungen, Zuschüsse f.Investitionsförderungen..;Kredite und innere Darlehen
;;EUR;EUR;EUR;EUR;EUR;EUR;EUR;EUR;EUR
13076151;Werder;.;.;.;.;.;.;.;.;.
13076152;Wittenburg, Stadt;.;.;.;.;.;.;.;.;.
13076153;Wittendörp;.;.;.;.;.;.;.;.;.
13076154;Wittenförden;.;.;.;.;.;.;.;.;.
13076155;Witzin;.;.;.;.;.;.;.;.;.
13076156;Wöbbelin;.;.;.;.;.;.;.;.;.
13076157;Zahrensdorf;.;.;.;.;.;.;.;.;.
13076158;Zapel;.;.;.;.;.;.;.;.;.
13076159;Zarrentin am Schaalsee, Stadt;.;.;.;.;.;.;.;.;.
13076160;Ziegendorf;.;.;.;.;.;.;.;.;.
13076161;Zierzow;.;.;.;.;.;.;.;.;.
13076162;Zölkow;.;.;.;.;.;.;.;.;.
13076163;Zülow;.;.;.;.;.;.;.;.;.
13076164;Obere Warnow;.;.;.;.;.;.;.;.;.
13076165;Gehlsbach;.;.;.;.;.;.;.;.;.
13076166;Ganzlin;.;.;.;.;.;.;.;.;.
13076167;Kloster Tempzin;-;-;-;-;-;-;-;-;-
14161000;Chemnitz, Kreisfreie Stadt;-;-;-;-;-;-;-;-;-
14166000;Plauen, Kreisfreie Stadt;-;-;-;-;-;-;-;-;-
14167000;Zwickau, Kreisfreie Stadt;-;-;-;-;-;-;-;-;-
14171000;Annaberg, Landkreis;-;-;-;-;-;-;-;-;-
14173000;Chemnitzer Land, Landkreis;-;-;-;-;-;-;-;-;-
14177000;Freiberg, Landkreis;-;-;-;-;-;-;-;-;-
14178000;Vogtlandkreis;-;-;-;-;-;-;-;-;-
14181000;Mittlerer Erzgebirgskreis;-;-;-;-;-;-;-;-;-
14182000;Mittweida, Landkreis;-;-;-;-;-;-;-;-;-
14188000;Stollberg, Landkreis;-;-;-;-;-;-;-;-;-
14191000;Aue-Schwarzenberg, Landkreis;-;-;-;-;-;-;-;-;-
14193000;Zwickauer Land, Landkreis;-;-;-;-;-;-;-;-;-
14262000;Dresden, Kreisfreie Stadt;-;-;-;-;-;-;-;-;-
14263000;Görlitz, Kreisfreie Stadt;-;-;-;-;-;-;-;-;-
14264000;Hoyerswerda, Kreisfreie Stadt;-;-;-;-;-;-;-;-;-
14272000;Bautzen, Landkreis;-;-;-;-;-;-;-;-;-
14280000;Meißen, Landkreis;-;-;-;-;-;-;-;-;-
14284000;Niederschlesischer Oberlausitzkreis;-;-;-;-;-;-;-;-;-
14285000;Riesa-Großenhain, Landkreis;-;-;-;-;-;-;-;-;-
14286000;Löbau-Zittau, Landkreis;-;-;-;-;-;-;-;-;-
14287000;Sächsische Schweiz, Landkreis;-;-;-;-;-;-;-;-;-
14290000;Weißeritzkreis;-;-;-;-;-;-;-;-;-
14292000;Kamenz, Landkreis;-;-;-;-;-;-;-;-;-
14365000;Leipzig, Kreisfreie Stadt;-;-;-;-;-;-;-;-;-
14374000;Delitzsch, Landkreis;-;-;-;-;-;-;-;-;-
14375000;Döbeln, Landkreis;-;-;-;-;-;-;-;-;-
14379000;Leipziger Land, Landkreis;-;-;-;-;-;-;-;-;-
14383000;Muldentalkreis;-;-;-;-;-;-;-;-;-
14389000;Torgau-Oschatz, Landkreis;-;-;-;-;-;-;-;-;-
14511000;Chemnitz, Stadt;661239164;584823459;206924120;212063937;21085851;76415705;1787374;53868273;17060400
14521010;Amtsberg;5748024;4401181;1574613;1296026;349073;1346843;0;985991;0
14521020;Annaberg-Buchholz, Stadt;35805369;28925282;11400369;8111599;2946740;6880087;0;4563769;1973662
14521030;Aue, Stadt;27350253;24077715;11242883;6132067;1164859;3272538;1191;3165033;0
14521040;Auerbach;3080638;2880903;918867;1346433;119966;199735;0;195981;0
14521050;Bad Schlema;7238707;6488010;2348984;1511460;674436;750697;0;701183;0
14521060;Bärenstein;2823175;2593718;869630;645798;59139;229457;0;226393;0
14521070;Bernsbach;-;-;-;-;-;-;-;-;-
14521080;Bockau;2214378;1998693;890176;512584;9127;215685;0;215457;0
14521090;Börnichen/Erzgeb.;1021974;979740;365982;264820;75899;42234;0;39429;0
14521100;Borstendorf;-;-;-;-;-;-;-;-;-
14521110;Breitenbrunn/Erzgeb.;7204910;6201513;2132709;2271955;168386;1003397;0;982502;0
14521120;Burkhardtsdorf;9029144;7879914;2843458;2077991;492892;1149230;0;785512;0
14521130;Crottendorf;6825433;5099162;2090950;922939;352392;1726271;13662;1584619;97400
14521140;Deutschneudorf;986009;790136;366121;112594;2708;195873;0;57749;0
14521150;Drebach;8563099;6504285;2207542;2062155;183753;2058814;0;1436584;0
14521160;Ehrenfriedersdorf, Stadt;9066599;6317690;2099883;1861104;388024;2748909;0;1622630;1084519
14521170;Eibenstock, Stadt;11735535;9657045;3932985;2396338;479058;2078490;2514;1985528;0
14521180;Elterlein, Stadt;3970632;3193785;1515157;242810;181966;776847;0;551777;0
14521190;Erlbach-Kirchberg;-;-;-;-;-;-;-;-;-
14521200;Gelenau/Erzgeb.;4843242;4590258;1745931;1309976;101960;252984;3581;229792;0
14521210;Geyer, Stadt;5819695;5350938;1680599;1223357;39975;468757;0;303478;0
14521220;Gornau/Erzgeb.;5834369;4192427;2008987;881256;340706;1641942;0;647335;230084
14521230;Gornsdorf;2542887;2519451;1729919;1364;2723;23436;0;8500;0
14521240;Großolbersdorf;3922596;3584927;1256152;910289;362275;337669;0;320938;0
14521250;Großrückerswalde;3987844;3522319;1130275;1234878;29937;465525;0;458675;0
14521260;Grünhain-Beierfeld, Stadt;9540084;8291555;3819247;1730136;363549;1248529;0;1181201;0
14521270;Grünhainichen;4659763;3786716;1463304;677284;244992;873047;0;599226;273206
14521280;Heidersdorf;1132388;1085806;297158;187702;47450;46582;0;46582;0
14521290;Hohndorf;4730961;3905039;1236410;1425053;39979;825922;89866;732027;0
14521300;Hormersdorf;-;-;-;-;-;-;-;-;-
14521310;Jahnsdorf/Erzgeb.;6951818;6245267;3191715;1243742;391934;706551;0;646968;0
14521320;Johanngeorgenstadt, Stadt;13608626;4202306;1671143;1379817;90818;9406320;0;989223;8330180
14521330;Jöhstadt, Stadt;4936348;4046683;1682533;998726;395956;889665;6254;556337;286900
14521340;Königswalde;2245848;1949241;885090;774724;10753;296607;0;290530;0
14521350;Lauter/Sa., Stadt;-;-;-;-;-;-;-;-;-
14521355;Lauter-Bernsbach, Stadt;10578975;9897647;3704813;3671994;333642;681328;140159;533766;0
14521360;Lengefeld, Stadt;-;-;-;-;-;-;-;-;-
14521370;Lößnitz, Stadt;11557632;10286415;3866270;3473950;232332;1271217;0;1196298;0
14521380;Lugau/Erzgeb., Stadt;11110169;9417660;3940991;3042561;124444;1692509;2908;1672982;0
14521390;Marienberg, Stadt;33771901;25823717;8326284;7366172;2616366;7948184;59705;5555936;488540
14521400;Mildenau;4540106;3699979;1447443;894575;409255;840127;118725;545982;127384
14521410;Neukirchen/Erzgeb.;8783986;8454320;4603097;1761225;532015;329666;0;326756;0
14521420;Niederdorf;3474980;3356357;2922142;0;95289;118623;0;97332;0
14521430;Niederwürschnitz;3069857;2913646;1788214;804292;808;156211;0;113406;10089
14521440;Oberwiesenthal, Kurort, Stadt;6187015;3686186;1427606;195845;915356;2500829;0;2456038;0
14521450;Oelsnitz/Erzgeb., Stadt;26825284;13505825;6566358;3373167;121122;13319459;0;11538651;1400000
14521460;Olbernhau, Stadt;14293547;12743136;5505579;3278158;823776;1550411;63480;971768;0
14521470;Pfaffroda;2757770;2589101;1106973;649552;154439;168669;58347;68472;27929
14521480;Pobershau;-;-;-;-;-;-;-;-;-
14521490;Pockau;-;-;-;-;-;-;-;-;-
14521495;Pockau-Lengefeld, Stadt;11389463;9532865;3907435;3408764;421575;1856598;0;1796008;0
14521500;Raschau-Markersbach;7305119;6179417;3224932;975574;99768;1125702;0;1125115;0
14521510;Scheibenberg, Stadt;3629561;3317780;1031178;796604;94410;311781;19680;218496;0
14521520;Schlettau, Stadt;2729063;2269860;908568;618130;11376;459203;0;300385;154000
14521530;Schneeberg, Stadt;21474640;16566106;6432426;6603390;323916;4908534;0;3824484;761652
14521540;Schönheide;6926105;6452666;3020878;1284645;358985;473439;0;451264;0
14521550;Schwarzenberg/Erzgeb., Stadt;26181584;22899971;8478688;7669787;738206;3281613;-104;3112721;0
14521560;Sehmatal;9326791;8399544;3058941;2527962;82357;927247;0;852809;0
14521570;Seiffen/Erzgeb., Kurort;4632709;4238037;977212;733324;566676;394672;0;345451;0
14521580;Sosa;-;-;-;-;-;-;-;-;-
14521590;Stollberg/Erzgeb., Stadt;24239769;15072698;8686278;2698278;244766;9167071;8179;4618304;3720544
14521600;Stützengrün;4664982;3992774;2162444;822581;122286;672208;0;644296;0
14521610;Tannenberg;1301841;1128713;405317;301464;62681;173128;0;42055;42182
14521620;Thalheim/Erzgeb., Stadt;8438408;7325241;2913492;2558350;80814;1113167;229128;875910;0
14521630;Thermalbad Wiesenbad;3825777;3557211;1273538;854086;95227;268566;0;126691;83607
14521640;Thum, Stadt;7918170;6901398;2070700;2025242;492590;1016772;0;792156;0
14521650;Venusberg;-;-;-;-;-;-;-;-;-
14521660;Waldkirchen/Erzgeb.;-;-;-;-;-;-;-;-;-
14521670;Wolkenstein, Stadt;5490600;5217596;1750268;1150366;400352;273004;0;235236;0
14521680;Zöblitz, Stadt;-;-;-;-;-;-;-;-;-
14521690;Zschopau, Stadt;15410736;13738349;4877516;4477026;723765;1672387;86818;1559290;0
14521700;Zschorlau;7785405;6433099;1970793;2296825;103084;1352306;0;1160031;0
14521710;Zwönitz, Stadt;19640131;18209918;7094626;4465980;827103;1430213;6510;1362974;0
14522010;Altmittweida;2460035;2209009;1298713;102036;167500;251026;0;193026;0
14522020;Augustusburg, Stadt;6367425;5571081;2476572;1386647;263667;796344;0;750201;0
14522030;Bobritzsch;-;-;-;-;-;-;-;-;-
14522035;Bobritzsch-Hilbersdorf;6802271;6506106;3577188;882033;109014;296165;34731;210698;0
14522040;Bockelwitz;-;-;-;-;-;-;-;-;-
14522050;Brand-Erbisdorf, Stadt;14310130;12971035;7260274;2097371;143717;1339095;0;985380;318081
14522060;Burgstädt, Stadt;17136674;14093145;5834922;4197835;389557;3043529;0;1168349;1497852
14522070;Claußnitz;4304180;4041285;1322486;1238310;250716;262895;0;262259;0
14522080;Döbeln, Stadt;35620809;31082064;13302773;7533893;1527851;4538745;16872;3926821;0
14522090;Dorfchemnitz;1740776;1687821;764879;352361;2713;52955;0;49127;0
14522100;Ebersbach;-;-;-;-;-;-;-;-;-
14522110;Eppendorf;6258139;5128092;1653153;1875608;177539;1130047;0;881063;0
14522120;Erlau;3656999;3336434;1413253;758916;219682;320565;379;305942;0
14522130;Falkenau;-;-;-;-;-;-;-;-;-
14522140;Flöha, Stadt;20437596;16728469;6280897;5276682;728430;3709127;7940;3168781;0
14522150;Frankenberg/Sa., Stadt;20451747;16693619;8048543;5864119;440619;3758128;12560;3468445;0
14522160;Frankenstein;-;-;-;-;-;-;-;-;-
14522170;Frauenstein, Stadt;5752183;4178411;1463608;779537;85061;1573772;0;810092;722655
14522180;Freiberg, Stadt, Universitätsstadt;83318449;67560799;33608286;14992880;4347023;15757650;17920;10614425;0
14522190;Geringswalde, Stadt;4927432;4369177;2398016;768172;110427;558255;0;558255;0
14522200;Großhartmannsdorf;3061245;2887653;889547;828252;228658;173592;0;115590;0
14522210;Großschirma, Stadt;11248490;7285092;3840215;872193;87713;3963398;0;453862;1910489
14522220;Großweitzschen;4330247;3677608;1522728;628680;170010;652639;0;635139;0
14522230;Hainichen, Stadt;14662408;11238013;5561460;2388334;218480;3424395;0;3230844;0
14522240;Halsbrücke;7122116;6499575;4279556;3472;42265;622541;0;622541;0
14522250;Hartha, Stadt;8038529;7606309;3737542;2183318;196461;432220;23838;365469;0
14522260;Hartmannsdorf;11002495;8299566;6384833;2956;69264;2702929;0;0;2658598
14522270;Hilbersdorf;-;-;-;-;-;-;-;-;-
14522280;Königsfeld;1387888;1355220;645621;182609;1119;32668;0;26167;0
14522290;Königshain-Wiederau;2894933;2661355;931827;882414;25164;233578;0;188578;45000
14522300;Kriebstein;3591249;3062339;1295329;1476;153070;528910;0;528410;0
14522310;Leisnig, Stadt;14796114;12173093;5161984;2550658;386353;2623021;0;1996035;498307
14522320;Leubsdorf;4745610;4439231;1555743;1131570;15291;306379;8484;253890;0
14522330;Lichtenau;10525822;10351964;6767839;726219;642755;173858;61;144727;0
14522340;Lichtenberg/Erzgeb.;3926535;3126160;1484573;446335;51171;800375;0;789239;0
14522350;Lunzenau, Stadt;5188311;4581657;1704409;1638808;66939;606654;0;569599;0
14522360;Mittweida, Stadt, Hochschulstadt;25017242;21961861;11291195;5808849;937530;3055381;27033;2921888;0
14522370;Mochau;3366155;3028838;1864108;137544;19169;337317;0;247583;82359
14522380;Mühlau;3662736;3311815;2372229;1428;380517;350921;222470;125320;0
14522390;Mulda/Sa.;3415131;2827120;1364774;465184;85812;588011;0;152305;343980
14522400;Neuhausen/Erzgeb.;3664997;3329622;1144362;924941;95042;335375;0;322645;0
14522410;Niederstriegis;-;-;-;-;-;-;-;-;-
14522420;Niederwiesa;7438188;6461344;3456288;1261853;295117;976844;0;718701;0
14522430;Oberschöna;4627231;4187860;1469708;932628;242529;439371;154410;284961;0
14522440;Oederan, Stadt;14328643;12008852;5315664;2294829;632284;2319791;260469;1533892;0
14522450;Ostrau;4476002;4395474;2212503;568452;271750;80528;0;79139;0
14522460;Penig, Stadt;12634421;11620661;5688184;2370691;941172;1013760;360;996979;0
14522470;Rechenberg-Bienenmühle;2792706;2539691;942296;869198;46739;253015;0;244450;0
14522480;Reinsberg;3255971;3096448;1276955;834480;92274;159523;0;116416;0
14522490;Rochlitz, Stadt;11327503;9390478;3508778;1732705;278706;1937025;0;1892456;0
14522500;Rossau;5030046;4700612;2164031;594105;203257;329434;6909;322035;0
14522510;Roßwein, Stadt;14178323;9631222;3280618;3654867;497931;4547101;0;3302706;1244094
14522520;Sayda, Stadt;3949193;3433086;987492;948395;61159;516107;0;294404;110884
14522530;Seelitz;2064579;1931436;753329;385533;1254;133143;0;131862;0
14522540;Striegistal;10885288;6088965;1656212;1803397;387323;4796323;0;4787211;0
14522550;Taura;2691194;2330114;903838;725569;7353;361080;0;361080;0
14522570;Waldheim, Stadt;12119986;11465073;7207528;1673166;246127;654913;5247;608040;0
14522580;Wechselburg;2029456;1720832;708518;287137;39917;308624;70219;236026;0
14522590;Weißenborn/Erzgeb.;5457936;5150585;3491170;1704;35881;307351;0;301214;0
14522600;Zettlitz;1110286;961397;569181;48824;0;148889;0;148534;0
14522610;Ziegra-Knobelsdorf;-;-;-;-;-;-;-;-;-
14522620;Zschaitz-Ottewig;1241708;1204902;488213;263719;82940;36806;0;36756;0
14523010;Adorf/Vogtl., Stadt;7102918;6062644;2650087;1246163;414533;1040274;102503;453333;0
14523020;Auerbach/Vogtl., Stadt;30130393;24596312;9370690;8328200;1208092;5534081;0;5384499;0
14523030;Bad Brambach;2776818;2569272;803911;592575;146866;207546;0;133037;41000
14523040;Bad Elster, Stadt;5989293;4713478;2232374;826261;515653;1275815;-2559;1253450;0
14523050;Bergen;907022;834502;374999;207477;64695;72520;0;45883;0
14523060;Bösenbrunn;1795205;1706401;815727;420755;64685;88804;0;88804;0
14523070;Burgstein;-;-;-;-;-;-;-;-;-
14523080;Eichigt;1604759;1540679;501532;392240;72607;64080;0;62049;0
14523090;Ellefeld;3768444;2942364;1806371;215739;174926;826080;0;792596;0
14523100;Elsterberg, Stadt;6105498;5779853;1958728;1300742;175224;325645;117086;181497;0
14523110;Erlbach;-;-;-;-;-;-;-;-;-
14523120;Falkenstein/Vogtl., Stadt;14324598;13110724;7201665;2982258;528615;1213874;0;838567;373615
14523130;Grünbach;1573499;1463735;623109;338147;106121;109764;0;109764;0
14523140;Hammerbrücke;-;-;-;-;-;-;-;-;-
14523150;Heinsdorfergrund;2365045;2271645;1329520;250789;6064;93400;0;35073;0
14523160;Klingenthal, Stadt;13832840;10702913;5175812;2518650;489976;3129927;0;1925350;1199408
14523170;Lengenfeld, Stadt;11447144;9518558;4586544;1757735;266748;1928586;0;1652801;0
14523180;Leubnitz;-;-;-;-;-;-;-;-;-
14523190;Limbach;1969591;1849257;735086;530596;43389;120334;0;93388;0
14523200;Markneukirchen, Stadt;13201369;11083998;4503044;2942017;352175;2117371;0;2053101;0
14523210;Mehltheuer;-;-;-;-;-;-;-;-;-
14523220;Morgenröthe-Rautenkranz;-;-;-;-;-;-;-;-;-
14523230;Mühlental;1430235;1140936;387437;351838;43704;289299;0;250591;0
14523240;Mühltroff, Stadt;-;-;-;-;-;-;-;-;-
14523245;Muldenhammer;3870640;3515005;1460885;823003;195740;355635;0;284207;0
14523250;Mylau, Stadt;3341159;3097858;1663538;272917;28999;243301;62732;158713;0
14523260;Netzschkau, Stadt;5212933;4859721;1929347;1402206;83194;353212;0;285374;0
14523270;Neuensalz;3126309;3040611;1815736;207915;120516;85698;0;72092;0
14523280;Neumark;5125802;4789209;1727737;1400516;317397;336593;-18402;346200;0
14523290;Neustadt/Vogtl.;1200818;1116748;408781;245540;33356;84070;0;84070;0
14523300;Oelsnitz/Vogtl., Stadt;16644041;15789516;8511355;2879145;747180;854525;2045;821230;0
14523310;Pausa-Mühltroff, Stadt;6789039;6500183;4371543;637424;84579;288856;0;253069;0
14523320;Plauen, Stadt;124229945;102034902;41809234;32010738;4968434;22195043;42867;14340001;6674255
14523330;Pöhl;4027485;3045593;1214010;679910;35665;981892;0;471328;504476
14523340;Reichenbach im Vogtland, Stadt;30350613;24633239;9355767;8547287;1605610;5717374;0;3631502;2000000
14523350;Reuth;1279571;1236200;566574;98588;56448;43371;0;13696;0
14523360;Rodewisch, Stadt;11028419;8874425;3662095;2563433;341759;2153994;26648;1837396;0
14523365;Rosenbach/Vogtl.;5248881;4795611;1900027;1353092;296283;453270;0;400034;0
14523370;Schöneck/Vogtl., Stadt;6134606;4798019;1474368;1115377;402895;1336587;0;845863;350000
14523380;Steinberg;5709659;5585080;4209499;-10556;206666;124579;0;124554;0
14523390;Syrau;-;-;-;-;-;-;-;-;-
14523400;Tannenbergsthal;-;-;-;-;-;-;-;-;-
14523410;Theuma;1681587;1615942;1036539;196392;97749;65645;0;65645;0
14523420;Tirpersdorf;1598075;1303909;765879;36021;60400;294166;0;289242;0
14523430;Treuen, Stadt;15192964;11849147;7905375;373876;604338;3343817;79933;1528222;1500000
14523440;Triebel/Vogtl.;1114122;1039428;85535;303415;61630;74694;0;65551;0
14523450;Weischlitz;8124838;6900763;2982983;1668909;226549;1224075;0;326293;744565
14523460;Werda;1893283;1594626;678055;392312;133087;298657;0;293867;0
14523470;Zwota;-;-;-;-;-;-;-;-;-
14524010;Bernsdorf;3258417;3059097;1996705;174687;148762;199320;0;24214;126663
14524020;Callenberg;6812582;5219872;2205216;1567005;7280;1592710;0;532416;0
14524030;Crimmitschau, Stadt;32496740;28705259;13897886;7805605;1090979;3791481;125181;3352583;0
14524040;Crinitzberg;2357159;1858452;770176;408275;7508;498707;0;172470;316942
14524050;Dennheritz;1763866;1693581;1236389;0;85837;70285;0;70285;0
14524060;Fraureuth;5729481;4389122;2155624;342694;447056;1340359;0;654796;0
14524070;Gersdorf;6222934;4806756;1826795;1127322;292908;1416178;34985;962278;300000
14524080;Glauchau, Stadt;38245437;33121361;15659577;10269811;1227136;5124076;0;3466322;1275809
14524090;Hartenstein, Stadt;6667025;5897238;3150327;1402495;187744;769787;0;578574;175992
14524100;Hartmannsdorf b. Kirchberg;2055355;1712581;371944;489815;166246;342774;0;186909;142800
14524110;Hirschfeld;2448454;2364122;776427;168743;698532;84332;0;84332;0
14524120;Hohenstein-Ernstthal, Stadt;24296536;21031690;8404710;6890994;1118446;3264846;102186;1989828;1144000
14524130;Kirchberg, Stadt;13517363;11657736;5812143;2578389;389519;1859627;0;1380247;0
14524140;Langenbernsdorf;4801779;3868112;1433003;1161320;35929;933667;0;355299;576435
14524150;Langenweißbach;3046507;2581511;981814;791587;183522;464996;0;140217;275030
14524160;Lichtenstein/Sa., Stadt;21318055;18624562;7018755;4841179;716127;2693493;0;996324;1374297
14524170;Lichtentanne;10711320;9304824;3375126;2299172;542146;1406496;0;561711;807777
14524180;Limbach-Oberfrohna, Stadt;40035230;32614888;16514361;7926906;760143;7420342;0;3391824;3710000
14524190;Meerane, Stadt;22555873;20082538;11351302;3257250;349241;2473335;135198;1875169;0
14524200;Mülsen;17260492;15281490;6313813;4456409;315442;1979002;0;1952337;0
14524210;Neukirchen/Pleiße;5741892;5406500;2170928;1208057;390715;335392;0;333392;0
14524220;Niederfrohna;2683670;2578572;964182;641069;162148;105098;0;93398;0
14524230;Oberlungwitz, Stadt;8722141;7959608;3820751;1870721;165551;762533;1072;757430;0
14524240;Oberwiera;1389183;1379428;540325;65217;75088;9755;0;9023;0
14524250;Reinsdorf;9924545;7359122;4605000;1543364;116905;2565423;0;1446411;1000000
14524260;Remse;2042806;1956928;1742510;1140;1260;85878;0;68875;0
14524270;Schönberg;972896;866899;407208;75067;66960;105997;0;105997;0
14524280;St. Egidien;3564906;2787350;1918474;2259;166267;777556;0;777556;0
14524290;Waldenburg, Stadt;6161570;4604428;1650473;1346391;270978;1557142;0;1497331;0
14524300;Werdau, Stadt;30631645;26372640;10698508;9912758;1352155;4259005;272430;3305175;542019
14524310;Wildenfels, Stadt;4140926;3379381;1541439;1288674;86279;761545;6291;691749;0
14524320;Wilkau-Haßlau, Stadt;15886559;12811904;6389571;3146275;676961;3074655;0;811186;2225000
14524330;Zwickau, Stadt;195082693;183379982;110058457;17935668;7523428;11702711;0;8664413;0
14612000;Dresden, Stadt;1477058165;1270222386;448232742;487300899;101072778;206835779;1539978;90157856;0
14625010;Arnsdorf;6482432;5936673;2482478;1240042;838359;545759;9031;186863;220000
14625020;Bautzen, Stadt;84289776;60204926;28689614;14508545;3691056;24084850;193755;4531551;0
14625030;Bernsdorf, Stadt;8108973;7471838;3707575;1722457;183531;637135;18328;548320;0
14625040;Bischofswerda, Stadt;20217724;16398153;6405956;4606760;1283214;3819571;65574;3266144;0
14625050;Bretnig-Hauswalde;3945012;3656828;2693558;1960;59243;288184;726;263828;0
14625060;Burkau;3449872;3132001;1643289;511003;59111;317871;0;316176;0
14625070;Crostau;-;-;-;-;-;-;-;-;-
14625080;Crostwitz;1447366;1226820;389087;359612;10748;220546;0;218205;0
14625090;Cunewalde;8673310;6340678;2546502;1114536;163476;2332632;0;1741975;511956
14625100;Demitz-Thumitz;3329677;2710659;1186557;642264;211303;619018;25150;292723;300000
14625110;Doberschau-Gaußig;5557076;4927323;2256832;719338;477746;629753;49156;566690;0
14625120;Elsterheide;5610283;5107112;3652266;2423;365655;503171;0;257221;234723
14625130;Elstra, Stadt;3602185;3407938;1150702;1020636;319475;194247;0;194247;0
14625140;Frankenthal;1100170;929902;349851;245511;48962;170268;60802;41990;0
14625150;Göda;4729776;4341217;1934987;583557;695789;388559;10894;167848;87878
14625160;Großdubrau;5609764;4655366;2129498;924043;119256;954398;601;951073;0
14625170;Großharthau;3527872;3070490;1217881;679027;222152;457382;237398;219781;0
14625180;Großnaundorf;1290438;1117293;358275;223076;192085;173145;0;94049;79000
14625190;Großpostwitz/O.L.;5994182;4035744;2814853;1828;71439;1958438;0;1807778;100000
14625200;Großröhrsdorf, Stadt;9335777;7468010;4378513;305393;419809;1867767;49689;1151490;350000
14625210;Guttau;-;-;-;-;-;-;-;-;-
14625220;Haselbachtal;5283171;4628973;1673390;1252455;374633;654198;0;311022;248043
14625230;Hochkirch;2706249;2384084;901403;702914;108654;322165;26809;265172;0
14625240;Hoyerswerda, Stadt;65183132;51473298;18386591;19078944;1684673;13709834;675886;5139328;6728687
14625250;Kamenz, Stadt;23230635;21363886;11417715;3248905;1054779;1866749;17045;1472937;0
14625260;Kirschau;-;-;-;-;-;-;-;-;-
14625270;Königsbrück, Stadt;7837245;6276795;2516662;1198836;616914;1560450;0;960363;0
14625280;Königswartha;3938617;3487536;1717554;756105;144868;451081;0;349801;0
14625290;Kubschütz;3336879;3103163;1225162;713230;378678;233716;6303;113427;0
14625300;Laußnitz;2716342;2370869;1599507;1272;128667;345473;0;69417;0
14625310;Lauta, Stadt;11473891;10180152;4933734;2718287;256621;1293739;0;642711;532263
14625320;Lichtenberg;1895087;1693740;708031;214054;156407;201347;15383;79103;99877
14625330;Lohsa;8854009;7620954;2490341;1550127;1020463;1233055;117002;372408;642071
14625340;Malschwitz;7097438;6296303;2288876;2041484;213280;801135;35282;679353;0
14625350;Nebelschütz;2446617;1466837;720554;186437;7815;979780;0;726765;250000
14625360;Neschwitz;3468716;2818467;1013997;614507;236079;650249;0;90121;283429
14625370;Neukirch;1758641;1515313;623919;386785;148252;243328;0;114858;0
14625380;Neukirch/Lausitz;8326320;6989992;3622116;1732547;86289;1336328;0;1221572;0
14625390;Obergurig;3318597;3296831;2212293;1376;330951;21766;600;21166;0
14625400;Oberlichtenau;-;-;-;-;-;-;-;-;-
14625410;Ohorn;3234025;2631150;1127552;566860;13537;602875;29892;203237;338000
14625420;Oßling;2701414;2587975;894161;737639;347551;113439;0;113439;0
14625430;Ottendorf-Okrilla;11844910;11604072;6444924;1048821;1682545;240838;70941;166138;0
14625440;Panschwitz-Kuckau;2791641;2599309;902036;788045;2368;192332;0;192332;0
14625450;Pulsnitz, Stadt;11957723;9486060;4162647;1841357;478617;2471663;31380;498173;650000
14625460;Puschwitz;1981688;968710;445948;564;32286;1012978;0;9300;975229
14625470;Räckelwitz;2238722;2141119;480864;549075;132475;97603;0;86008;0
14625480;Radeberg, Stadt;26282653;23906521;14192628;4124081;331331;2376132;0;2235651;0
14625490;Radibor;4109193;3823245;1461382;1126776;40106;285948;0;282818;0
14625500;Ralbitz-Rosenthal;2225499;1985161;579227;721450;4960;240338;0;240330;0
14625510;Rammenau;1476557;1399743;533232;291951;136702;76814;0;44712;0
14625520;Schirgiswalde, Stadt;-;-;-;-;-;-;-;-;-
14625525;Schirgiswalde-Kirschau, Stadt;7638487;6676454;2758538;1934674;274209;962033;0;928581;0
14625530;Schmölln-Putzkau;3508591;3191192;1355826;848356;150425;317399;39674;264607;0
14625540;Schönteichen;2581079;2217035;901744;527506;155323;364044;0;335672;0
14625550;Schwepnitz;3919130;3841275;1328497;191303;538432;77855;1118;52709;0
